"To look up a company, you can either go through the entire list (which is alphabetically sorted) or use the lookup function that I have built in.",,,,,
Eastern Holdings Ltd. (SGX:BDG),SGX:BDG,Publshing & Newspapers,Singapore,Emerging Markets,Small Asia
Eastern Housing Limited (DSE:EHL),DSE:EHL,Real Estate (Development),Bangladesh,Emerging Markets,Small Asia
Eastern Insurance Company Ltd. (DSE:EASTERNINS),DSE:EASTERNINS,Insurance (Prop/Cas.),Bangladesh,Emerging Markets,Small Asia
Eastern Lubricants Blenders Limited (DSE:EASTRNLUB),DSE:EASTRNLUB,Chemical (Basic),Bangladesh,Emerging Markets,Small Asia
Eastern Media International Corporation (TSEC:2614),TSEC:2614,Business & Consumer Services,Taiwan,Emerging Markets,Small Asia
Eastern Merchants PLC (COSE:EMER-N-0000),COSE:EMER-N-0000,Retail (Distributors),Sri Lanka,Emerging Markets,Small Asia
Eastern Polymer Group Public Company Limited (SET:EPG),SET:EPG,Chemical (Basic),Thailand,Emerging Markets,Small Asia
Eastern Printing Public Company Limited (SET:EPCO),SET:EPCO,Publshing & Newspapers,Thailand,Emerging Markets,Small Asia
Eastern Property Holdings Ltd. (SWX:EPH),SWX:EPH,Real Estate (General/Diversified),British Virgin Islands,Emerging Markets,Latin America & Caribbean
Eastern Silk Industries Ltd. (BSE:590022),BSE:590022,Apparel,India,Emerging Markets,India
Eastern Star Real Estate Public Company Limited (SET:ESTAR),SET:ESTAR,Real Estate (General/Diversified),Thailand,Emerging Markets,Small Asia
Eastern Sugar & Industries Ltd (BSE:507528),BSE:507528,Food Processing,India,Emerging Markets,India
Eastern Technologies Holding Limited (TSEC:5225),TSEC:5225,Electronics (Consumer & Office),Cayman Islands,Emerging Markets,Latin America & Caribbean
Eastern Treads Ltd. (BSE:531346),BSE:531346,Rubber& Tires,India,Emerging Markets,India
Eastern Water Resources Development and Management Public Company Limited (SET:EASTW),SET:EASTW,Utility (Water),Thailand,Emerging Markets,Small Asia
EastLand Equity Bhd (KLSE:EASTLND),KLSE:EASTLND,Real Estate (General/Diversified),Malaysia,Emerging Markets,Small Asia
Eastland Insurance Company Limited (DSE:EASTLAND),DSE:EASTLAND,Insurance (Prop/Cas.),Bangladesh,Emerging Markets,Small Asia
"Eastmoney Information Co.,Ltd. (SZSE:300059)",SZSE:300059,Software (Internet),China,Emerging Markets,China
EastWest Banking Corporation (PSE:EW),PSE:EW,Bank (Money Center),Philippines,Emerging Markets,Small Asia
Easun Reyrolle Ltd (BSE:532751),BSE:532751,Electrical Equipment,India,Emerging Markets,India
"EASY BIO, Inc. (KOSDAQ:A035810)",KOSDAQ:A035810,Farming/Agriculture,South Korea,Emerging Markets,Small Asia
Easy Field Corporation (GTSM:6425),GTSM:6425,Machinery,Taiwan,Emerging Markets,Small Asia
Easy One Financial Group Limited (SEHK:221),SEHK:221,Real Estate (Development),Hong Kong,Emerging Markets,China
Easy Repay Finance & Investment Limited (SEHK:8079),SEHK:8079,Financial Svcs. (Non-bank & Insurance),Hong Kong,Emerging Markets,China
Easyknit Enterprises Holdings Limited (SEHK:616),SEHK:616,Retail (Distributors),Hong Kong,Emerging Markets,China
Easyknit International Holdings Limited (SEHK:1218),SEHK:1218,Real Estate (Development),Hong Kong,Emerging Markets,China
Easylink Solutions Corp. (OTCPK:ESYL),OTCPK:ESYL,Electronics (Consumer & Office),Hong Kong,Emerging Markets,China
Easywell Biomedical Inc. (GTSM:1799),GTSM:1799,Healthcare Products,Taiwan,Emerging Markets,Small Asia
"EBEST Investment & Securities Co., Ltd. (KOSDAQ:A078020)",KOSDAQ:A078020,Brokerage & Investment Banking,South Korea,Emerging Markets,Small Asia
"Ebest Special Purpose Acquisition 2 Co., Ltd. (KOSDAQ:A217600)",KOSDAQ:A217600,Financial Svcs. (Non-bank & Insurance),South Korea,Emerging Markets,Small Asia
Ebest Special Purpose Acquisition 3 Company (KOSDAQ:A225440),KOSDAQ:A225440,Financial Svcs. (Non-bank & Insurance),South Korea,Emerging Markets,Small Asia
EBIOSS Energy AD (CATS:EBI),CATS:EBI,Green & Renewable Energy,Bulgaria,Emerging Markets,Eastern Europe & Russia
"EBM Technologies, Inc. (GTSM:8409)",GTSM:8409,Heathcare Information and Technology,Taiwan,Emerging Markets,Small Asia
ECE Industries Limited (NSEI:ECEIND),NSEI:ECEIND,Electrical Equipment,India,Emerging Markets,India
eChannelling PLC (COSE:ECL-N-0000),COSE:ECL-N-0000,Heathcare Information and Technology,Sri Lanka,Emerging Markets,Small Asia
Echeverria Izquierdo S.A. (SNSE:EISA),SNSE:EISA,Engineering/Construction,Chile,Emerging Markets,Latin America & Caribbean
Echo International Holdings Group Limited (SEHK:8218),SEHK:8218,Electronics (General),Hong Kong,Emerging Markets,China
"Eclat Forever Machinery Co., Ltd. (GTSM:3485)",GTSM:3485,Semiconductor,Taiwan,Emerging Markets,Small Asia
Eclat Textile Corporation Ltd. (TSEC:1476),TSEC:1476,Apparel,Taiwan,Emerging Markets,Small Asia
eClerx Services Limited (BSE:532927),BSE:532927,Information Services,India,Emerging Markets,India
ECM Libra Financial Group Berhad (KLSE:ECM),KLSE:ECM,Investments & Asset Management,Malaysia,Emerging Markets,Small Asia
Eco Friendly Food Processing Park Limited (BSE:534839),BSE:534839,Farming/Agriculture,India,Emerging Markets,India
Eco Recycling Limited (BSE:530643),BSE:530643,Environmental & Waste Services,India,Emerging Markets,India
Eco World Development Group Berhad (KLSE:ECOWLD),KLSE:ECOWLD,Real Estate (Development),Malaysia,Emerging Markets,Small Asia
Eco-Tek Holdings Ltd. (SEHK:8169),SEHK:8169,Environmental & Waste Services,Hong Kong,Emerging Markets,China
Eco-Tek Holdings Ltd. (SEHK:8169),SEHK:8169,Environmental & Waste Services,Hong Kong,Emerging Markets,China
Ecobank Ghana Limited (GHSE:EBG),GHSE:EBG,Bank (Money Center),Ghana,Emerging Markets,Africa and Middle East
Ecobank Transnational Incorporated (GHSE:ETI),GHSE:ETI,Bank (Money Center),Togo,Emerging Markets,Africa and Middle East
"Ecoboard Industries, Ltd. (BSE:523732)",BSE:523732,Paper/Forest Products,India,Emerging Markets,India
"Ecoenergy Holdings Co., Ltd. (KOSDAQ:A038870)",KOSDAQ:A038870,Green & Renewable Energy,South Korea,Emerging Markets,Small Asia
Ecofirst Consolidated Bhd (KLSE:ECOFIRS),KLSE:ECOFIRS,Real Estate (General/Diversified),Malaysia,Emerging Markets,Small Asia
EcoGreen International Group Limited (SEHK:2341),SEHK:2341,Chemical (Specialty),Hong Kong,Emerging Markets,China
ECONO Trade (India) Limited (BSE:538708),BSE:538708,Brokerage & Investment Banking,India,Emerging Markets,India
Econpile Holdings Berhad (KLSE:ECONBHD),KLSE:ECONBHD,Engineering/Construction,Malaysia,Emerging Markets,Small Asia
Ecopack Ltd. (KASE:ECOP),KASE:ECOP,Packaging & Container,Pakistan,Emerging Markets,Small Asia
Ecopetrol SA (BVC:ECOPETROL),BVC:ECOPETROL,Oil/Gas (Integrated),Colombia,Emerging Markets,Latin America & Caribbean
Ecoplast Limited (BSE:526703),BSE:526703,Chemical (Basic),India,Emerging Markets,India
Ecoplastic Corporation (KOSDAQ:A038110),KOSDAQ:A038110,Auto Parts,South Korea,Emerging Markets,Small Asia
ECOPRO Co. Ltd. (KOSDAQ:A086520),KOSDAQ:A086520,Chemical (Basic),South Korea,Emerging Markets,Small Asia
EcoRodovias Infraestrutura e Logística S.A. (BOVESPA:ECOR3),BOVESPA:ECOR3,Transportation,Brazil,Emerging Markets,Latin America & Caribbean
ecoWise Holdings Limited (Catalist:5CT),Catalist:5CT,Environmental & Waste Services,Singapore,Emerging Markets,Small Asia
ECS ICT Berhad (KLSE:ECS),KLSE:ECS,Computer Services,Malaysia,Emerging Markets,Small Asia
ECS Telecom Co. Ltd (KOSDAQ:A067010),KOSDAQ:A067010,Telecom. Services,South Korea,Emerging Markets,Small Asia
Ecsponent Limited (JSE:ECS),JSE:ECS,Investments & Asset Management,South Africa,Emerging Markets,Africa and Middle East
"ED Co., Ltd. (KOSDAQ:A033110)",KOSDAQ:A033110,Electronics (General),South Korea,Emerging Markets,Small Asia
"Edan Instruments, Inc. (SZSE:300206)",SZSE:300206,Healthcare Products,China,Emerging Markets,China
Edaran Berhad (KLSE:EDARAN),KLSE:EDARAN,Computer Services,Malaysia,Emerging Markets,Small Asia
Edegel SAA (BVL:EDEGELC1),BVL:EDEGELC1,Green & Renewable Energy,Peru,Emerging Markets,Latin America & Caribbean
Edelweiss Financial Services Limited (BSE:532922),BSE:532922,Investments & Asset Management,India,Emerging Markets,India
Eden Energy Discoveries Ltd. (TASE:EDN-M),TASE:EDN-M,Oil/Gas (Production and Exploration),Israel,Emerging Markets,Africa and Middle East
Eden Hotel Lanka PLC (COSE:EDEN-N-0000),COSE:EDEN-N-0000,Hotel/Gaming,Sri Lanka,Emerging Markets,Small Asia
Eden Inc. Berhad (KLSE:EDEN),KLSE:EDEN,Power,Malaysia,Emerging Markets,Small Asia
"Edifier® Technology Company, Ltd. (SZSE:002351)",SZSE:002351,Electronics (Consumer & Office),Hong Kong,Emerging Markets,China
"EDIMAX Technology Co., Ltd. (TSEC:3047)",TSEC:3047,Telecom. Equipment,Taiwan,Emerging Markets,Small Asia
Edison Opto Corporation (TSEC:3591),TSEC:3591,Semiconductor,Taiwan,Emerging Markets,Small Asia
Edita Food Industries S.A.E. (CASE:EFID),CASE:EFID,Food Processing,Egypt,Emerging Markets,Africa and Middle East
Edition Ltd. (Catalist:5HG),Catalist:5HG,Telecom (Wireless),Singapore,Emerging Markets,Small Asia
"EDOM Technology Co., Ltd. (TSEC:3048)",TSEC:3048,Computer Services,Taiwan,Emerging Markets,Small Asia
EDP - Energias do Brasil S.A. (BOVESPA:ENBR3),BOVESPA:ENBR3,Power,Brazil,Emerging Markets,Latin America & Caribbean
Edri-El Israel Assets Ltd. (TASE:EDRL),TASE:EDRL,Engineering/Construction,Israel,Emerging Markets,Africa and Middle East
EDS Wellness Holdings Limited,,Household Products,Hong Kong,Emerging Markets,China
Education Cartography and Illustration Joint Stock Company (HASTC:ECI),HASTC:ECI,Publshing & Newspapers,Vietnam,Emerging Markets,Small Asia
Education Financial Investment JSC (HASTC:EFI),HASTC:EFI,Business & Consumer Services,Vietnam,Emerging Markets,Small Asia
Educational Book JSC in Da Nang City (HASTC:DAE),HASTC:DAE,Publshing & Newspapers,Vietnam,Emerging Markets,Small Asia
Educational Book JSC in Hanoi City (HASTC:EBS),HASTC:EBS,Publshing & Newspapers,Vietnam,Emerging Markets,Small Asia
Educational Book JSC in Ho Chi Minh City (HASTC:SGD),HASTC:SGD,Publshing & Newspapers,Vietnam,Emerging Markets,Small Asia
Educational Holding Group K.S.C. (KWSE:EDU),KWSE:EDU,Education,Kuwait,Emerging Markets,Africa and Middle East
Educomp Solutions Limited (BSE:532696),BSE:532696,Education,India,Emerging Markets,India
Eduspec Holdings Berhad (KLSE:EDUSPEC),KLSE:EDUSPEC,Education,Malaysia,Emerging Markets,Small Asia
eDynamics Solutions Limited (BSE:535694),BSE:535694,Retail (Online),India,Emerging Markets,India
"EE-HWA Construction Co., Ltd. (KOSDAQ:A001840)",KOSDAQ:A001840,Engineering/Construction,South Korea,Emerging Markets,Small Asia
EEI Corp. (PSE:EEI),PSE:EEI,Engineering/Construction,Philippines,Emerging Markets,Small Asia
Efficient E-Solutions Bhd (KLSE:EFFICEN),KLSE:EFFICEN,Information Services,Malaysia,Emerging Markets,Small Asia
Efficient Group Limited (JSE:EFG),JSE:EFG,Investments & Asset Management,South Africa,Emerging Markets,Africa and Middle East
EFG Hermes Holding S.A.E. (CASE:HRHO),CASE:HRHO,Brokerage & Investment Banking,Egypt,Emerging Markets,Africa and Middle East
Eforce Holdings Ltd. (SEHK:943),SEHK:943,Furn/Home Furnishings,Hong Kong,Emerging Markets,China
EFU General Insurance Limited (KASE:EFUG),KASE:EFUG,Insurance (Prop/Cas.),Pakistan,Emerging Markets,Small Asia
EFU Life Assurance Limited (KASE:EFUL),KASE:EFUL,Insurance (Life),Pakistan,Emerging Markets,Small Asia
EFUN Technology Co. Ltd. (GTSM:3523),GTSM:3523,Semiconductor,Taiwan,Emerging Markets,Small Asia
EG Corporation (KOSDAQ:A037370),KOSDAQ:A037370,Steel,South Korea,Emerging Markets,Small Asia
EG Industries Berhad (KLSE:EG),KLSE:EG,Electronics (Consumer & Office),Malaysia,Emerging Markets,Small Asia
eGalax_eMPIA Technology Inc. (GTSM:3556),GTSM:3556,Semiconductor,Taiwan,Emerging Markets,Small Asia
"EGing Photovoltaic Technology Co., Ltd. (SHSE:600537)",SHSE:600537,Semiconductor,China,Emerging Markets,China
Egis Technology Inc. (GTSM:6462),GTSM:6462,Electronics (General),Taiwan,Emerging Markets,Small Asia
EGL Holdings Company Limited (SEHK:6882),SEHK:6882,Hotel/Gaming,Hong Kong,Emerging Markets,China
Egypt for Poultry Company SAE (CASE:EPCO),CASE:EPCO,Food Processing,Egypt,Emerging Markets,Africa and Middle East
Egypt Free Shops Co. (CASE:MFSC),CASE:MFSC,Retail (Special Lines),Egypt,Emerging Markets,Africa and Middle East
egypt gas company -sae (CASE:EGAS),CASE:EGAS,Power,Egypt,Emerging Markets,Africa and Middle East
Egypt Kuwait Holding Company (S.A.E.) (CASE:EKHO),CASE:EKHO,Investments & Asset Management,Egypt,Emerging Markets,Africa and Middle East
Egyptian Arabian (cmar) Securities Brokerage EAC (CASE:EASB),CASE:EASB,Brokerage & Investment Banking,Egypt,Emerging Markets,Africa and Middle East
Egyptian Chemical Industries S.A.E (CASE:EGCH),CASE:EGCH,Chemical (Diversified),Egypt,Emerging Markets,Africa and Middle East
Egyptian Financial and Industrial Company (CASE:EFIC),CASE:EFIC,Chemical (Specialty),Egypt,Emerging Markets,Africa and Middle East
Egyptian for Developing Building Materials (CASE:EDBM),CASE:EDBM,Retail (Distributors),Egypt,Emerging Markets,Africa and Middle East
Egyptian Gulf Bank (S.A.E.) (CASE:EGBE),CASE:EGBE,Banks (Regional),Egypt,Emerging Markets,Africa and Middle East
Egyptian International Pharmaceutical Industries Company (CASE:PHAR),CASE:PHAR,Drugs (Pharmaceutical),Egypt,Emerging Markets,Africa and Middle East
Egyptian International Tourism Projects Company (CASE:EITP),CASE:EITP,Restaurant/Dining,Egypt,Emerging Markets,Africa and Middle East
Egyptian Iron and Steel Company (CASE:IRON),CASE:IRON,Steel,Egypt,Emerging Markets,Africa and Middle East
Egyptian Media Production City (CASE:MPRC),CASE:MPRC,Entertainment,Egypt,Emerging Markets,Africa and Middle East
Egyptian Resorts Company SAE (CASE:EGTS),CASE:EGTS,Hotel/Gaming,Egypt,Emerging Markets,Africa and Middle East
Egyptian Starch & Glucose Manufacturing Company (CASE:ESGI),CASE:ESGI,Food Processing,Egypt,Emerging Markets,Africa and Middle East
Egyptian Tourah Portland Cement Company (S.A.E.) (CASE:TORA),CASE:TORA,Construction Supplies,Egypt,Emerging Markets,Africa and Middle East
Egyptian Transport and Commercial Services Company S.A.E. (CASE:ETRS),CASE:ETRS,Shipbuilding & Marine,Egypt,Emerging Markets,Africa and Middle East
Egyptians Abroad Investment & Development Co (CASE:ABRD),CASE:ABRD,Investments & Asset Management,Egypt,Emerging Markets,Africa and Middle East
Egyptians For Investment & Urban Development (CASE:EIUD),CASE:EIUD,Real Estate (General/Diversified),Egypt,Emerging Markets,Africa and Middle East
"Egyptians Housing, Development & Reconstruction Co. (CASE:EHDR)",CASE:EHDR,Real Estate (General/Diversified),Egypt,Emerging Markets,Africa and Middle East
Eicher Motors Ltd. (BSE:505200),BSE:505200,Construction Supplies,India,Emerging Markets,India
EIH Associated Hotels Ltd. (BSE:523127),BSE:523127,Hotel/Gaming,India,Emerging Markets,India
EIH Ltd. (BSE:500840),BSE:500840,Hotel/Gaming,India,Emerging Markets,India
Eimco Elecon (India) Limited (BSE:523708),BSE:523708,Construction Supplies,India,Emerging Markets,India
"EISO Enterprise Company., Ltd. (GTSM:5291)",GTSM:5291,Electronics (General),Taiwan,Emerging Markets,Small Asia
EITA Resources Berhad (KLSE:EITA),KLSE:EITA,Machinery,Malaysia,Emerging Markets,Small Asia
Ejada for Financial Investments (ASE:EJAD),ASE:EJAD,Diversified,Jordan,Emerging Markets,Africa and Middle East
EKA Noodles Berhad (KLSE:EKA),KLSE:EKA,Food Processing,Malaysia,Emerging Markets,Small Asia
Ekarat Engineering Public Company Limited (SET:AKR),SET:AKR,Electrical Equipment,Thailand,Emerging Markets,Small Asia
Ekovest Berhad (KLSE:EKOVEST),KLSE:EKOVEST,Engineering/Construction,Malaysia,Emerging Markets,Small Asia
Ekowood International Bhd (KLSE:EKOWOOD),KLSE:EKOWOOD,Building Materials,Malaysia,Emerging Markets,Small Asia
Eksons Corporation Berhad (KLSE:EKSONS),KLSE:EKSONS,Paper/Forest Products,Malaysia,Emerging Markets,Small Asia
Ekttitab Holding Company K.S.C. (Public) (KWSE:EKTTITAB),KWSE:EKTTITAB,Investments & Asset Management,Kuwait,Emerging Markets,Africa and Middle East
El Ahram Co. For Printing And Packaging SAE (CASE:EPPK),CASE:EPPK,Publshing & Newspapers,Egypt,Emerging Markets,Africa and Middle East
El Al Israel Airlines Ltd. (TASE:ELAL),TASE:ELAL,Air Transport,Israel,Emerging Markets,Africa and Middle East
El Arabia for Land Reclamation (CASE:EALR),CASE:EALR,Real Estate (Development),Egypt,Emerging Markets,Africa and Middle East
El Kahera El Watania Investment (CASE:KWIN),CASE:KWIN,Brokerage & Investment Banking,Egypt,Emerging Markets,Africa and Middle East
El Kahera Housing and Development Company (CASE:ELKA),CASE:ELKA,Real Estate (General/Diversified),Egypt,Emerging Markets,Africa and Middle East
El Nasr Clothing & Textiles Co. (CASE:KABO),CASE:KABO,Apparel,Egypt,Emerging Markets,Africa and Middle East
El Nasr for Manufacturing Agricultural Crops S.A.E. (CASE:ELNA),CASE:ELNA,Farming/Agriculture,Egypt,Emerging Markets,Africa and Middle East
El Nasr Transformers & Electrical Products Co. (CASE:NASR),CASE:NASR,Electrical Equipment,Egypt,Emerging Markets,Africa and Middle East
El Obour Real Estate Investment (CASE:OBRI),CASE:OBRI,Real Estate (Operations & Services),Egypt,Emerging Markets,Africa and Middle East
El Oro Ltd (LSE:ELX),LSE:ELX,#N/A,Channel Islands,Emerging Markets,UK
El Orouba Securities Brokerage (CASE:EOSB),CASE:EOSB,Brokerage & Investment Banking,Egypt,Emerging Markets,Africa and Middle East
"El Puerto de Liverpool, SAB de CV (BMV:LIVEPOL C-1)",BMV:LIVEPOL C-1,Retail (General),Mexico,Emerging Markets,Latin America & Caribbean
El Shams Housing & Urbanization Company (CASE:ELSH),CASE:ELSH,Real Estate (General/Diversified),Egypt,Emerging Markets,Africa and Middle East
El Wadi Company for Touristic Investment SAE (CASE:ELWA),CASE:ELWA,Hotel/Gaming,Egypt,Emerging Markets,Africa and Middle East
Elahi Cotton Mills Ltd (KASE:ELCM),KASE:ELCM,Apparel,Pakistan,Emerging Markets,Small Asia
ELAN Microelectronics Corporation (TSEC:2458),TSEC:2458,Semiconductor,Taiwan,Emerging Markets,Small Asia
ELANA Agrocredit AD (BUL:0EA),BUL:0EA,Financial Svcs. (Non-bank & Insurance),Bulgaria,Emerging Markets,Eastern Europe & Russia
Elango Industries Ltd. (BSE:513452),BSE:513452,Power,India,Emerging Markets,India
ELANTAS Beck India Limited (BSE:500123),BSE:500123,Chemical (Specialty),India,Emerging Markets,India
ELB Group Ltd. (JSE:ELR),JSE:ELR,Retail (Distributors),South Africa,Emerging Markets,Africa and Middle East
Elbit Imaging Ltd. (TASE:EMITF),TASE:EMITF,Real Estate (General/Diversified),Israel,Emerging Markets,Africa and Middle East
Elbit Medical Technologies Ltd. (TASE:EMTC),TASE:EMTC,Healthcare Products,Israel,Emerging Markets,Africa and Middle East
Elbit Systems Ltd. (TASE:ESLT),TASE:ESLT,Aerospace/Defense,Israel,Emerging Markets,Africa and Middle East
Elbit Vision Systems Ltd. (OTCPK:EVSN.F),OTCPK:EVSN.F,Machinery,Israel,Emerging Markets,Africa and Middle East
Elco Ltd. (TASE:ELCO),TASE:ELCO,Engineering/Construction,Israel,Emerging Markets,Africa and Middle East
"Elcomtec Co., Ltd. (KOSDAQ:A037950)",KOSDAQ:A037950,Electronics (General),South Korea,Emerging Markets,Small Asia
Eldav Investments Ltd (TASE:ELDAV),TASE:ELDAV,Investments & Asset Management,Israel,Emerging Markets,Africa and Middle East
Eldeco Housing and Industries Limited (BSE:523329),BSE:523329,Real Estate (Development),India,Emerging Markets,India
Elder Health Care Limited (BSE:524830),BSE:524830,Household Products,India,Emerging Markets,India
Elder Pharmaceuticals Limited (BSE:532322),BSE:532322,Drugs (Pharmaceutical),India,Emerging Markets,India
Ele Con Technology Company Limited (GTSM:6437),GTSM:6437,Metals & Mining,Taiwan,Emerging Markets,Small Asia
Elec & Eltek International Company Limited (SGX:E16),SGX:E16,Electronics (General),Hong Kong,Emerging Markets,China
"Elec-Tech International Co., Ltd. (SZSE:002005)",SZSE:002005,Furn/Home Furnishings,China,Emerging Markets,China
Elecon Engineering Company Limited (BSE:505700),BSE:505700,Machinery,India,Emerging Markets,India
Electra Consumer Products (1970) Ltd. (TASE:ECP),TASE:ECP,Furn/Home Furnishings,Israel,Emerging Markets,Africa and Middle East
Electra Ltd. (TASE:ELTR),TASE:ELTR,Engineering/Construction,Israel,Emerging Markets,Africa and Middle East
Electra Real Estate Ltd. (TASE:ELCRE),TASE:ELCRE,Real Estate (Operations & Services),Israel,Emerging Markets,Africa and Middle East
Electrical Industries Company (SASE:1303),SASE:1303,Electrical Equipment,Saudi Arabia,Emerging Markets,Africa and Middle East
Electricity Generating Public Company Limited (SET:EGCO),SET:EGCO,Power,Thailand,Emerging Markets,Small Asia
Electro Cable Egypt Company (S.A.E.) (CASE:ELEC),CASE:ELEC,Electrical Equipment,Egypt,Emerging Markets,Africa and Middle East
Electroaparataj SA (BVB:ELJ),BVB:ELJ,Furn/Home Furnishings,Romania,Emerging Markets,Eastern Europe & Russia
Electromagnetica SA Bucuresti (BVB:ELMA),BVB:ELMA,Electronics (General),Romania,Emerging Markets,Eastern Europe & Russia
Electronics Communications Technology Investment Development Joint Stock Company (HOSE:ELC),HOSE:ELC,Computer Services,Vietnam,Emerging Markets,Small Asia
Electronics Industry Public Company Limited (SET:EIC),SET:EIC,Semiconductor,Thailand,Emerging Markets,Small Asia
Electroputere S.A. (BVB:EPT),BVB:EPT,Electrical Equipment,Romania,Emerging Markets,Eastern Europe & Russia
Electrostar (BVMT:LSTR),BVMT:LSTR,Furn/Home Furnishings,Tunisia,Emerging Markets,Africa and Middle East
Electrosteel Castings Limited (BSE:500128),BSE:500128,Building Materials,India,Emerging Markets,India
Electrosteel Steels Limited (NSEI:ESL),NSEI:ESL,Steel,India,Emerging Markets,India
Electrotherm (India) Limited (BSE:526608),BSE:526608,Steel,India,Emerging Markets,India
Electrozink Open Joint-Stock Company (MICEX:ELTZ),MICEX:ELTZ,Metals & Mining,Russia,Emerging Markets,Eastern Europe & Russia
"Elefirst Science&Tech. Co., Ltd. (SZSE:300356)",SZSE:300356,Electronics (General),China,Emerging Markets,China
Elegance Optical International Holdings Limited (SEHK:907),SEHK:907,Apparel,Hong Kong,Emerging Markets,China
Elegant Hotels Group Plc (AIM:EHG),AIM:EHG,Hotel/Gaming,Barbados,Emerging Markets,Latin America & Caribbean
Elegant Marbles & Grani Industries Ltd. (BSE:526705),BSE:526705,Construction Supplies,India,Emerging Markets,India
Elektromotive Group Limited (Catalist:5VU),Catalist:5VU,Electrical Equipment,Singapore,Emerging Markets,Small Asia
Elektropromet D.d. (ZGSE:ELPR-R-A),ZGSE:ELPR-R-A,Retail (Distributors),Croatia,Emerging Markets,EU & Environs
"Elementia, S.A. de C.V. (BMV:ELEMENT *)",BMV:ELEMENT *,Building Materials,Mexico,Emerging Markets,Latin America & Caribbean
"Elements Innovation Co., Ltd. (GTSM:5395)",GTSM:5395,Business & Consumer Services,Taiwan,Emerging Markets,Small Asia
"Elentec Co., Ltd. (KOSDAQ:A054210)",KOSDAQ:A054210,Electrical Equipment,South Korea,Emerging Markets,Small Asia
Eletrobrás Participações S.A. - ELETROPAR (BOVESPA:LIPR3),BOVESPA:LIPR3,Power,Brazil,Emerging Markets,Latin America & Caribbean
ELGI Equipments Limited (BSE:522074),BSE:522074,Machinery,India,Emerging Markets,India
Elgi Rubber Company Limited (NSEI:ELGIRUBCO),NSEI:ELGIRUBCO,Machinery,India,Emerging Markets,India
Elhim-Iskra JSC (BUL:52E),BUL:52E,Electrical Equipment,Bulgaria,Emerging Markets,Eastern Europe & Russia
Elite Advanced Laser Corporation (TSEC:3450),TSEC:3450,Semiconductor,Taiwan,Emerging Markets,Small Asia
"Elite Material Co., Ltd. (TSEC:2383)",TSEC:2383,Electronics (General),Taiwan,Emerging Markets,Small Asia
Elite Semiconductor Memory Technology Inc (TSEC:3006),TSEC:3006,Semiconductor,Taiwan,Emerging Markets,Small Asia
Elitegroup computer Systems Co. Ltd. (TSEC:2331),TSEC:2331,Computers/Peripherals,Taiwan,Emerging Markets,Small Asia
Elixir Capital Limited (BSE:531278),BSE:531278,Brokerage & Investment Banking,India,Emerging Markets,India
Elk Corporation (KOSDAQ:A094190),KOSDAQ:A094190,Semiconductor,South Korea,Emerging Markets,Small Asia
ELK-Desa Resources Berhad (KLSE:ELKDESA),KLSE:ELKDESA,Financial Svcs. (Non-bank & Insurance),Malaysia,Emerging Markets,Small Asia
ELL Environmental Holdings Limited (SEHK:1395),SEHK:1395,Utility (Water),China,Emerging Markets,China
Ellcot Spinning Mills Ltd. (KASE:ELSM),KASE:ELSM,Apparel,Pakistan,Emerging Markets,Small Asia
Ellenbarrie Industrial Gases Ltd. (BSE:590087),BSE:590087,Power,India,Emerging Markets,India
Ellies Holdings Limited (JSE:ELI),JSE:ELI,Telecom. Equipment,South Africa,Emerging Markets,Africa and Middle East
Ellipsiz Communications Ltd. (TSXV:ECT),TSXV:ECT,Metals & Mining,Taiwan,Emerging Markets,Small Asia
Ellipsiz Ltd (SGX:BIX),SGX:BIX,Semiconductor Equip,Singapore,Emerging Markets,Small Asia
Ellomay Capital Ltd. (AMEX:ELLO),AMEX:ELLO,Green & Renewable Energy,Israel,Emerging Markets,Africa and Middle East
Elnet Technologies Ltd. (BSE:517477),BSE:517477,Real Estate (Operations & Services),India,Emerging Markets,India
Elpitiya Plantations PLC (COSE:ELPL-N-0000),COSE:ELPL-N-0000,Farming/Agriculture,Sri Lanka,Emerging Markets,Small Asia
Elpro International Ltd. (BSE:504000),BSE:504000,Electrical Equipment,India,Emerging Markets,India
Elron Electronic Industries Ltd. (OTCPK:ELRN.F),OTCPK:ELRN.F,Diversified,Israel,Emerging Markets,Africa and Middle East
Elsewedy Electric Co (CASE:SWDY),CASE:SWDY,Electrical Equipment,Egypt,Emerging Markets,Africa and Middle East
Elsoft Research Bhd (KLSE:ELSOFT),KLSE:ELSOFT,Semiconductor Equip,Malaysia,Emerging Markets,Small Asia
Elspec Engineering Ltd. (TASE:ELSPC),TASE:ELSPC,Electrical Equipment,Israel,Emerging Markets,Africa and Middle East
"ELTA Technology Co., Ltd (GTSM:8487)",GTSM:8487,Broadcasting,Taiwan,Emerging Markets,Small Asia
Eltek Ltd. (NasdaqCM:ELTK),NasdaqCM:ELTK,Electronics (General),Israel,Emerging Markets,Africa and Middle East
ELUON Corporation (KOSDAQ:A065440),KOSDAQ:A065440,Software (System & Application),South Korea,Emerging Markets,Small Asia
ELZAY Ready Wear Manufacturing Company (ASE:ELZA),ASE:ELZA,Apparel,Jordan,Emerging Markets,Africa and Middle East
