Company Name,Exchange:Ticker,Industry Group,Country,Broad Group,Sub Group
01 Communique Laboratory Inc. (TSXV:ONE),TSXV:ONE,Software (System & Application),Canada,"Australia, NZ and Canada",Canada
1300SMILES Limited (ASX:ONT),ASX:ONT,Hospitals/Healthcare Facilities,Australia,"Australia, NZ and Canada",Australia & NZ
1511419 Ontario Inc. (OTCPK:CSFS.F),OTCPK:CSFS.F,Financial Svcs. (Non-bank & Insurance),Canada,"Australia, NZ and Canada",Canada
1511419 Ontario Inc. (OTCPK:CSFS.F),OTCPK:CSFS.F,Financial Svcs. (Non-bank & Insurance),Canada,"Australia, NZ and Canada",Canada
1st Available Ltd (ASX:1ST),ASX:1ST,Heathcare Information and Technology,Australia,"Australia, NZ and Canada",Australia & NZ
360 Capital Group Limited (ASX:TGP),ASX:TGP,R.E.I.T.,Australia,"Australia, NZ and Canada",Australia & NZ
3D Medical Limited (ASX:3DM),ASX:3DM,Healthcare Products,Australia,"Australia, NZ and Canada",Australia & NZ
3D Oil Limited (ASX:TDO),ASX:TDO,Oil/Gas (Production and Exploration),Australia,"Australia, NZ and Canada",Australia & NZ
3MV Energy Corp. (TSXV:TMV),TSXV:TMV,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
3P Learning Limited (ASX:3PL),ASX:3PL,Education,Australia,"Australia, NZ and Canada",Australia & NZ
3TL Technologies Corp. (TSXV:TTM),TSXV:TTM,Software (System & Application),Canada,"Australia, NZ and Canada",Canada
49 North Resources Inc. (TSXV:FNR),TSXV:FNR,Investments & Asset Management,Canada,"Australia, NZ and Canada",Canada
5Banc Split Inc. (TSX:FBS.B),TSX:FBS.B,Investments & Asset Management,Canada,"Australia, NZ and Canada",Canada
5N Plus Inc. (TSX:VNP),TSX:VNP,Electronics (General),Canada,"Australia, NZ and Canada",Canada
88 Capital Corp. (TSXV:EEC),TSXV:EEC,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
88 Energy Limited (ASX:88E),ASX:88E,Oil/Gas (Production and Exploration),Australia,"Australia, NZ and Canada",Australia & NZ
8common Limited (ASX:8CO),ASX:8CO,Software (System & Application),Australia,"Australia, NZ and Canada",Australia & NZ
92 Resources Corp. (DB:R9G2),DB:R9G2,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
A-Cap Resources Limited (ASX:ACB),ASX:ACB,Coal & Related Energy,Australia,"Australia, NZ and Canada",Australia & NZ
A&W Revenue Royalties Income Fund (TSX:AW.UN),TSX:AW.UN,Restaurant/Dining,Canada,"Australia, NZ and Canada",Canada
A1 Consolidated Gold Ltd (ASX:AYC),ASX:AYC,Precious Metals,Australia,"Australia, NZ and Canada",Australia & NZ
A2 Acquisition Corp. (TSXV:APD.P),TSXV:APD.P,Investments & Asset Management,Canada,"Australia, NZ and Canada",Canada
AAN Ventures Inc (DB:O3X2),DB:O3X2,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
Abacus Mining & Exploration Corporation (TSXV:AME),TSXV:AME,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Abano Healthcare Group Limited (NZSE:ABA),NZSE:ABA,Healthcare Support Services,New Zealand,"Australia, NZ and Canada",Australia & NZ
Abattis Bioceuticals Corp. (OTCPK:ATTB.F),OTCPK:ATTB.F,Drugs (Pharmaceutical),Canada,"Australia, NZ and Canada",Canada
Abcourt Mines Inc. (TSXV:ABI),TSXV:ABI,Precious Metals,Canada,"Australia, NZ and Canada",Canada
ABE Resources Inc. (TSXV:ABE),TSXV:ABE,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Aben Resources Ltd. (TSXV:ABN),TSXV:ABN,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Abenteuer Resources Corp. (TSXV:ABU),TSXV:ABU,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
Abenteuer Resources Corp. (TSXV:ABU),TSXV:ABU,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
Aberdeen International Inc. (TSX:AAB),TSX:AAB,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Abitibi Royalties Inc. (TSXV:RZZ),TSXV:RZZ,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
ABM Resources NL (ASX:ABU),ASX:ABU,Precious Metals,Australia,"Australia, NZ and Canada",Australia & NZ
Absolute Software Corporation (TSX:ABT),TSX:ABT,Software (System & Application),Canada,"Australia, NZ and Canada",Canada
Acacia Coal Limited (ASX:AJC),ASX:AJC,Coal & Related Energy,Australia,"Australia, NZ and Canada",Australia & NZ
Academies Australasia Group Limited (ASX:AKG),ASX:AKG,Education,Australia,"Australia, NZ and Canada",Australia & NZ
Acadian Timber Corp. (TSX:ADN),TSX:ADN,Paper/Forest Products,Canada,"Australia, NZ and Canada",Canada
Acasta Enterprises Inc. (TSX:AEF.A),TSX:AEF.A,Investments & Asset Management,Canada,"Australia, NZ and Canada",Canada
Acasti Pharma Inc. (TSXV:APO),TSXV:APO,Drugs (Pharmaceutical),Canada,"Australia, NZ and Canada",Canada
Acceleware Ltd. (TSXV:AXE),TSXV:AXE,Software (System & Application),Canada,"Australia, NZ and Canada",Canada
Accent Resources N.L. (ASX:ACS),ASX:ACS,Steel,Australia,"Australia, NZ and Canada",Australia & NZ
Accord Financial Corp. (TSX:ACD),TSX:ACD,Financial Svcs. (Non-bank & Insurance),Canada,"Australia, NZ and Canada",Canada
Ace Aviation Holdings Inc. (TSXV:ACE.H),TSXV:ACE.H,Air Transport,Canada,"Australia, NZ and Canada",Canada
Acerus Pharmaceuticals Corporation (TSX:ASP),TSX:ASP,Drugs (Pharmaceutical),Canada,"Australia, NZ and Canada",Canada
Ackroo Inc. (TSXV:AKR),TSXV:AKR,Software (Internet),Canada,"Australia, NZ and Canada",Canada
Acme Resources Inc (TSXV:ARI),TSXV:ARI,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Aconex Limited (ASX:ACX),ASX:ACX,Software (Internet),Australia,"Australia, NZ and Canada",Australia & NZ
Acrux Limited (ASX:ACR),ASX:ACR,Drugs (Pharmaceutical),Australia,"Australia, NZ and Canada",Australia & NZ
ACT360 Solutions Ltd. (TSXV:AKM),TSXV:AKM,Software (Internet),Canada,"Australia, NZ and Canada",Canada
Actinogen Medical Limited (ASX:ACW),ASX:ACW,Drugs (Biotechnology),Australia,"Australia, NZ and Canada",Australia & NZ
Active Growth Capital Inc. (TSXV:ACK),TSXV:ACK,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Activistic Limited (ASX:ACU),ASX:ACU,Software (System & Application),Australia,"Australia, NZ and Canada",Australia & NZ
AcuityAds Holdings Inc. (TSXV:AT),TSXV:AT,Software (Internet),Canada,"Australia, NZ and Canada",Canada
Adacel Technologies Limited (ASX:ADA),ASX:ADA,Software (System & Application),Australia,"Australia, NZ and Canada",Australia & NZ
Adairs Limited (ASX:ADH),ASX:ADH,Retail (Special Lines),Australia,"Australia, NZ and Canada",Australia & NZ
Adama Technologies Corp. (OTCPK:ADAC),OTCPK:ADAC,Environmental & Waste Services,Canada,"Australia, NZ and Canada",Canada
Adamera Minerals Corp. (TSXV:ADZ),TSXV:ADZ,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Adcorp Australia Limited (ASX:AAU),ASX:AAU,Advertising,Australia,"Australia, NZ and Canada",Australia & NZ
Added Capital Inc. (TSXV:AAD),TSXV:AAD,Brokerage & Investment Banking,Canada,"Australia, NZ and Canada",Canada
Adelaide Brighton Ltd. (ASX:ABC),ASX:ABC,Construction Supplies,Australia,"Australia, NZ and Canada",Australia & NZ
Adelaide Resources Ltd. (ASX:ADN),ASX:ADN,Precious Metals,Australia,"Australia, NZ and Canada",Australia & NZ
Adex Mining Inc. (TSXV:ADE),TSXV:ADE,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
ADF Group Inc. (TSX:DRX),TSX:DRX,Steel,Canada,"Australia, NZ and Canada",Canada
Adherium Limited (ASX:ADR),ASX:ADR,Heathcare Information and Technology,New Zealand,"Australia, NZ and Canada",Australia & NZ
Aditya Birla Minerals Limited (ASX:ABY),ASX:ABY,Metals & Mining,Australia,"Australia, NZ and Canada",Australia & NZ
Admedus Limited (ASX:AHZ),ASX:AHZ,Healthcare Products,Australia,"Australia, NZ and Canada",Australia & NZ
Admiralty Resources NL (ASX:ADY),ASX:ADY,Metals & Mining,Australia,"Australia, NZ and Canada",Australia & NZ
Adriana Resources Inc. (TSXV:ADI),TSXV:ADI,Steel,Canada,"Australia, NZ and Canada",Canada
Adslot Ltd (ASX:ADJ),ASX:ADJ,Software (Internet),Australia,"Australia, NZ and Canada",Australia & NZ
Advance Energy Ltd. (ASX:AVD),ASX:AVD,Oil/Gas (Production and Exploration),Australia,"Australia, NZ and Canada",Australia & NZ
Advance Gold Corp (TSXV:AAX),TSXV:AAX,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Advanced Braking Technology Limited (ASX:ABV),ASX:ABV,Auto Parts,Australia,"Australia, NZ and Canada",Australia & NZ
Advanced Share Registry Limited (ASX:ASW),ASX:ASW,Investments & Asset Management,Australia,"Australia, NZ and Canada",Australia & NZ
Advantage Oil & Gas Ltd. (TSX:AAV),TSX:AAV,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
Advent Wireless Inc. (TSXV:AWI),TSXV:AWI,Retail (Special Lines),Canada,"Australia, NZ and Canada",Canada
"Adventure Gold, Inc. (TSXV:AGE)",TSXV:AGE,Precious Metals,Canada,"Australia, NZ and Canada",Canada
ADX Energy Ltd. (ASX:ADX),ASX:ADX,Oil/Gas (Production and Exploration),Australia,"Australia, NZ and Canada",Australia & NZ
Aecon Group Inc. (TSX:ARE),TSX:ARE,Engineering/Construction,Canada,"Australia, NZ and Canada",Canada
Aeeris Limited (ASX:AER),ASX:AER,Business & Consumer Services,Australia,"Australia, NZ and Canada",Australia & NZ
Aeon Metals Limited (ASX:AQR),ASX:AQR,Metals & Mining,Australia,"Australia, NZ and Canada",Australia & NZ
Aequus Pharmaceuticals Inc. (TSXV:AQS),TSXV:AQS,Drugs (Pharmaceutical),Canada,"Australia, NZ and Canada",Canada
Aeris Environmental Ltd (ASX:AEI),ASX:AEI,Environmental & Waste Services,Australia,"Australia, NZ and Canada",Australia & NZ
Aeterna Zentaris Inc. (TSX:AEZ),TSX:AEZ,Drugs (Biotechnology),Canada,"Australia, NZ and Canada",Canada
"Affinor Growers, Inc. (OTCPK:RSSF.F)",OTCPK:RSSF.F,Farming/Agriculture,Canada,"Australia, NZ and Canada",Canada
Afrasia Mineral Fields Inc. (TSXV:AFS.H),TSXV:AFS.H,Investments & Asset Management,Canada,"Australia, NZ and Canada",Canada
Africa Energy Corp. (TSXV:AFE),TSXV:AFE,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
Africa Hydrocarbons Inc. (TSXV:NFK.H),TSXV:NFK.H,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
Africa Oil Corp (TSX:AOI),TSX:AOI,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
African Gold Group Inc. (TSXV:AGG),TSXV:AGG,Precious Metals,Canada,"Australia, NZ and Canada",Canada
African Metals Corp. (TSXV:AFR),TSXV:AFR,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
African Queen Mines Ltd. (TSXV:AQ),TSXV:AQ,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Africo Resources Ltd. (TSX:ARL),TSX:ARL,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
AFT Corporation Limited (ASX:AFT),ASX:AFT,Building Materials,Australia,"Australia, NZ and Canada",Australia & NZ
AFT Pharmaceuticals Limited (NZSE:AFT),NZSE:AFT,Drugs (Pharmaceutical),New Zealand,"Australia, NZ and Canada",Australia & NZ
AG Financial Ltd (ASX:AHA),ASX:AHA,Investments & Asset Management,Australia,"Australia, NZ and Canada",Australia & NZ
Ag Growth International Inc. (TSX:AFN),TSX:AFN,Farming/Agriculture,Canada,"Australia, NZ and Canada",Canada
Agave Silver Corp. (TSXV:AGV),TSXV:AGV,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Agellan Commercial Real Estate Investment Trust (TSX:ACR.UN),TSX:ACR.UN,R.E.I.T.,Canada,"Australia, NZ and Canada",Canada
Agenix Ltd. (ASX:AGX),ASX:AGX,Drugs (Biotechnology),Australia,"Australia, NZ and Canada",Australia & NZ
AGF Management Limited (TSX:AGF.B),TSX:AGF.B,Investments & Asset Management,Canada,"Australia, NZ and Canada",Canada
AGL Energy Limited (ASX:AGL),ASX:AGL,Utility (General),Australia,"Australia, NZ and Canada",Australia & NZ
Agnico Eagle Mines Limited (NYSE:AEM),NYSE:AEM,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Agricultural Land Trust (ASX:AGJ),ASX:AGJ,R.E.I.T.,Australia,"Australia, NZ and Canada",Australia & NZ
Agrimin Limited (ASX:AMN),ASX:AMN,Metals & Mining,Australia,"Australia, NZ and Canada",Australia & NZ
AgriMinco Corp. (OTCPK:ETPH.F),OTCPK:ETPH.F,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
"Agristar, Inc. (OTCPK:AGRS)",OTCPK:AGRS,Farming/Agriculture,Canada,"Australia, NZ and Canada",Canada
Agrium Inc. (TSX:AGU),TSX:AGU,Chemical (Specialty),Canada,"Australia, NZ and Canada",Canada
AGT Food and Ingredients Inc. (TSX:AGT),TSX:AGT,Food Processing,Canada,"Australia, NZ and Canada",Canada
Aguila American Gold Limited (TSXV:AGL),TSXV:AGL,Precious Metals,Canada,"Australia, NZ and Canada",Canada
AHAlife Holdings Limited (ASX:AHL),ASX:AHL,Retail (Online),Australia,"Australia, NZ and Canada",Australia & NZ
Aimia Inc. (TSX:AIM),TSX:AIM,Advertising,Canada,"Australia, NZ and Canada",Canada
Ainsworth Game Technology Ltd. (ASX:AGI),ASX:AGI,Hotel/Gaming,Australia,"Australia, NZ and Canada",Australia & NZ
Air Canada (TSX:AC),TSX:AC,Air Transport,Canada,"Australia, NZ and Canada",Canada
Air New Zealand Limited (NZSE:AIR),NZSE:AIR,Air Transport,New Zealand,"Australia, NZ and Canada",Australia & NZ
Airboss of America Corp. (TSX:BOS),TSX:BOS,Chemical (Basic),Canada,"Australia, NZ and Canada",Canada
AirIQ Inc. (TSXV:IQ),TSXV:IQ,Software (Internet),Canada,"Australia, NZ and Canada",Canada
Airwork Holdings Limited (NZSE:AWK),NZSE:AWK,Air Transport,New Zealand,"Australia, NZ and Canada",Australia & NZ
AJ Lucas Group Limited (ASX:AJL),ASX:AJL,Engineering/Construction,Australia,"Australia, NZ and Canada",Australia & NZ
AKITA Drilling Ltd. (TSX:AKT.A),TSX:AKT.A,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
Alabama Graphite Corp. (DB:1AG),DB:1AG,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
"Alamos Gold, Inc. (TSX:AGI)",TSX:AGI,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Alara Resources Limited (ASX:AUQ),ASX:AUQ,Metals & Mining,Australia,"Australia, NZ and Canada",Australia & NZ
Alaris Royalty Corp. (TSX:AD),TSX:AD,Investments & Asset Management,Canada,"Australia, NZ and Canada",Canada
AlarmForce Industries Inc. (TSX:AF),TSX:AF,Business & Consumer Services,Canada,"Australia, NZ and Canada",Canada
Alaska Hydro Corporation (TSXV:AKH),TSXV:AKH,Green & Renewable Energy,Canada,"Australia, NZ and Canada",Canada
Alba Minerals Ltd. (TSXV:AA.H),TSXV:AA.H,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Alberta Oilsands Inc. (TSXV:AOS),TSXV:AOS,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
Alchemia Limited (ASX:ACL),ASX:ACL,Drugs (Biotechnology),Australia,"Australia, NZ and Canada",Australia & NZ
Alderon Iron Ore Corp. (TSX:ADV),TSX:ADV,Steel,Canada,"Australia, NZ and Canada",Canada
Aldershot Resources Ltd. (TSXV:ALZ),TSXV:ALZ,Coal & Related Energy,Canada,"Australia, NZ and Canada",Canada
Aldever Resources Inc. (TSXV:ALD),TSXV:ALD,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Aldridge Minerals Inc. (TSXV:AGM),TSXV:AGM,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Aldrin Resource Corp. (TSXV:ALN),TSXV:ALN,Coal & Related Energy,Canada,"Australia, NZ and Canada",Canada
Alexander Nubia International Inc. (TSXV:AAN),TSXV:AAN,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Alexandria Minerals Corporation (TSXV:AZX),TSXV:AZX,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Alexco Resource Corporation (TSX:AXR),TSX:AXR,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Alexium International Group Limited (ASX:AJX),ASX:AJX,Chemical (Diversified),Australia,"Australia, NZ and Canada",Australia & NZ
Algae Dynamics Corp. (OTCPK:ADYN.F),OTCPK:ADYN.F,Farming/Agriculture,Canada,"Australia, NZ and Canada",Canada
Algae.Tec Limited (ASX:AEB),ASX:AEB,Coal & Related Energy,Australia,"Australia, NZ and Canada",Australia & NZ
Algold Resources Ltd. (TSXV:ALG),TSXV:ALG,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Algoma Central Corp. (TSX:ALC),TSX:ALC,Shipbuilding & Marine,Canada,"Australia, NZ and Canada",Canada
Algonquin Power & Utilities Corp. (TSX:AQN),TSX:AQN,Power,Canada,"Australia, NZ and Canada",Canada
Alianza Minerals Ltd. (TSXV:ANZ),TSXV:ANZ,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Alice Queen Limited (ASX:AQX),ASX:AQX,Coal & Related Energy,Australia,"Australia, NZ and Canada",Australia & NZ
Alignvest Acquisition Corporation (TSX:AQX.A),TSX:AQX.A,Investments & Asset Management,Canada,"Australia, NZ and Canada",Canada
Alimentation Couche-Tard Inc. (TSX:ATD.B),TSX:ATD.B,Retail (Grocery and Food),Canada,"Australia, NZ and Canada",Canada
Alix Resources Corp. (TSXV:AIX),TSXV:AIX,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Alkane Resources Limited (ASX:ALK),ASX:ALK,Precious Metals,Australia,"Australia, NZ and Canada",Australia & NZ
All in West! Capital Corp. (TSXV:ALW),TSXV:ALW,Hotel/Gaming,Canada,"Australia, NZ and Canada",Canada
Allante Resources Ltd. (TSXV:ALL.H),TSXV:ALL.H,Investments & Asset Management,Canada,"Australia, NZ and Canada",Canada
Alliance Aviation Services Ltd. (ASX:AQZ),ASX:AQZ,Air Transport,Australia,"Australia, NZ and Canada",Australia & NZ
Alliance Growers Corp. (CNSX:ACG),CNSX:ACG,Drugs (Pharmaceutical),Canada,"Australia, NZ and Canada",Canada
Alliance Mineral Assets Limited (Catalist:40F),Catalist:40F,Metals & Mining,Australia,"Australia, NZ and Canada",Australia & NZ
Alliance Mining Corp. (TSXV:ALM),TSXV:ALM,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Alliance Resources Ltd. (ASX:AGS),ASX:AGS,Precious Metals,Australia,"Australia, NZ and Canada",Australia & NZ
AlliancePharma Inc. (TSXV:APA),TSXV:APA,Healthcare Support Services,Canada,"Australia, NZ and Canada",Canada
Allied Farmers Limited (NZSE:ALF),NZSE:ALF,Farming/Agriculture,New Zealand,"Australia, NZ and Canada",Australia & NZ
Allied Properties REIT (TSX:AP.UN),TSX:AP.UN,R.E.I.T.,Canada,"Australia, NZ and Canada",Canada
Alligator Energy Limited (ASX:AGE),ASX:AGE,Coal & Related Energy,Australia,"Australia, NZ and Canada",Australia & NZ
Alloy Resources Limited (ASX:AYR),ASX:AYR,Precious Metals,Australia,"Australia, NZ and Canada",Australia & NZ
"Alloy Steel International, Inc. (OTCPK:AYSI)",OTCPK:AYSI,Steel,Australia,"Australia, NZ and Canada",Australia & NZ
Almaden Minerals Ltd. (TSX:AMM),TSX:AMM,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Almadex Minerals Limited (TSXV:AMZ),TSXV:AMZ,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Almo Capital Corp. (TSXV:APT),TSXV:APT,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Almonty Industries Inc. (TSXV:AII),TSXV:AII,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Alpha Pro Tech Ltd. (AMEX:APT),AMEX:APT,Building Materials,Canada,"Australia, NZ and Canada",Canada
"Alpha Wastewater, Inc. (OTCPK:AWWI)",OTCPK:AWWI,Environmental & Waste Services,Canada,"Australia, NZ and Canada",Canada
Alphinat Inc. (TSXV:NPA),TSXV:NPA,Software (Internet),Canada,"Australia, NZ and Canada",Canada
ALS Limited (ASX:ALQ),ASX:ALQ,Business & Consumer Services,Australia,"Australia, NZ and Canada",Australia & NZ
Alt Resources Limited (ASX:ASX),ASX:ASX,Precious Metals,Australia,"Australia, NZ and Canada",Australia & NZ
Alta Natural Herbs & Supplements Ltd. (TSXV:AHS),TSXV:AHS,Household Products,Canada,"Australia, NZ and Canada",Canada
Alta Vista Ventures Ltd. (OTCPK:YRLL.F),OTCPK:YRLL.F,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
AltaGas Ltd. (TSX:ALA),TSX:ALA,Oil/Gas Distribution,Canada,"Australia, NZ and Canada",Canada
Altai Resources Inc. (TSXV:ATI),TSXV:ATI,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
Altair Gold Inc. (TSXV:AVX),TSXV:AVX,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Altan Nevada Minerals Limited (TSXV:ANE),TSXV:ANE,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Altan Rio Minerals Limited (TSXV:AMO),TSXV:AMO,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Altech Chemicals Limited (ASX:ATC),ASX:ATC,Metals & Mining,Australia,"Australia, NZ and Canada",Australia & NZ
Alternative Earth Resources Inc. (TSXV:AER),TSXV:AER,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Alterra Power Corp. (TSX:AXY),TSX:AXY,Green & Renewable Energy,Canada,"Australia, NZ and Canada",Canada
"Alterrus Systems, Inc. (OTCPK:ASIU.Q)",OTCPK:ASIU.Q,Farming/Agriculture,Canada,"Australia, NZ and Canada",Canada
Altima Resources Ltd. (TSXV:ARH),TSXV:ARH,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
Altiplano Minerals Ltd. (TSXV:APN),TSXV:APN,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Altius Minerals Corp. (TSX:ALS),TSX:ALS,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Alto Ventures Ltd. (TSXV:ATV),TSXV:ATV,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Altona Mining Limited (ASX:AOH),ASX:AOH,Metals & Mining,Australia,"Australia, NZ and Canada",Australia & NZ
Altura Energy Inc.      (TSXV:ATU),TSXV:ATU,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
Altura Mining Limited (ASX:AJM),ASX:AJM,Metals & Mining,Australia,"Australia, NZ and Canada",Australia & NZ
Altus Group Limited (TSX:AIF),TSX:AIF,Real Estate (Operations & Services),Canada,"Australia, NZ and Canada",Canada
Alumina Ltd. (ASX:AWC),ASX:AWC,Metals & Mining,Australia,"Australia, NZ and Canada",Australia & NZ
Alvopetro Energy Ltd. (TSXV:ALV),TSXV:ALV,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
ALX Uranium Corp. (TSXV:AL),TSXV:AL,Coal & Related Energy,Canada,"Australia, NZ and Canada",Canada
AM Gold Inc (TSXV:AMG),TSXV:AMG,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
AMA Group Limited (ASX:AMA),ASX:AMA,Retail (Automotive),Australia,"Australia, NZ and Canada",Australia & NZ
Amarc Resources Ltd. (TSXV:AHR),TSXV:AHR,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Amarc Resources Ltd. (TSXV:AHR),TSXV:AHR,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Amarillo Gold Corp. (TSXV:AGC),TSXV:AGC,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Amato Exploration Ltd. (TSXV:AMT),TSXV:AMT,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
"Amaya, Inc. (TSX:AYA)",TSX:AYA,Hotel/Gaming,Canada,"Australia, NZ and Canada",Canada
amaysim Australia Limited (ASX:AYS),ASX:AYS,Telecom (Wireless),Australia,"Australia, NZ and Canada",Australia & NZ
"Amazonica, Corp. (OTCPK:AMZZ)",OTCPK:AMZZ,Power,Canada,"Australia, NZ and Canada",Canada
Amcil Limited (ASX:AMH),ASX:AMH,Investments & Asset Management,Australia,"Australia, NZ and Canada",Australia & NZ
Amcor Limited (ASX:AMC),ASX:AMC,Packaging & Container,Australia,"Australia, NZ and Canada",Australia & NZ
Ameri-Can Agri Co. Inc. (DB:711),DB:711,Real Estate (Development),Canada,"Australia, NZ and Canada",Canada
American Creek Resources Ltd. (TSXV:AMK),TSXV:AMK,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
American Cumo Mining Corporation (TSXV:MLY),TSXV:MLY,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
American Cumo Mining Corporation (TSXV:MLY),TSXV:MLY,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
American Hotel Income Properties REIT LP (TSX:HOT.UN),TSX:HOT.UN,R.E.I.T.,Canada,"Australia, NZ and Canada",Canada
American Manganese Inc (TSXV:AMY),TSXV:AMY,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
American Paramount Gold Corp. (OTCPK:APGA),OTCPK:APGA,Precious Metals,Canada,"Australia, NZ and Canada",Canada
American Patriot Oil & Gas Limited (ASX:AOW),ASX:AOW,Oil/Gas (Production and Exploration),Australia,"Australia, NZ and Canada",Australia & NZ
American Potash Corp. (OTCPK:APCO.F),OTCPK:APCO.F,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
American Rare Earths and Materials Corp (OTCPK:AREM),OTCPK:AREM,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
American Vanadium Corp. (TSXV:AVC),TSXV:AVC,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
"Americas Petrogas, Inc. (TSXV:BOE)",TSXV:BOE,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
Americas Silver Corporation (TSX:SPM),TSX:SPM,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Americas Wind Energy Corporation (OTCPK:AWNE),OTCPK:AWNE,Electrical Equipment,Canada,"Australia, NZ and Canada",Canada
Amerigo Resources Ltd. (TSX:ARG),TSX:ARG,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Amex Exploration Inc. (TSXV:AMX),TSXV:AMX,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
"Amfil Technologies, Inc. (OTCPK:AMFE)",OTCPK:AMFE,Environmental & Waste Services,Canada,"Australia, NZ and Canada",Canada
AMI Resources Inc. (TSXV:AMU),TSXV:AMU,Precious Metals,Canada,"Australia, NZ and Canada",Canada
AMP Limited (ASX:AMP),ASX:AMP,Insurance (Life),Australia,"Australia, NZ and Canada",Australia & NZ
Anaconda Mining Inc. (TSX:ANX),TSX:ANX,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Anaeco Ltd (ASX:ANQ),ASX:ANQ,Environmental & Waste Services,Australia,"Australia, NZ and Canada",Australia & NZ
Analytica Ltd. (ASX:ALT),ASX:ALT,Healthcare Products,Australia,"Australia, NZ and Canada",Australia & NZ
