Company Name,Exchange:Ticker,Industry Group,Country,Broad Group,Sub Group
Contagious Gaming Inc. (TSXV:CNS),TSXV:CNS,Hotel/Gaming,Canada,"Australia, NZ and Canada",Canada
Continental Gold Inc. (TSX:CNL),TSX:CNL,Precious Metals,Canada,"Australia, NZ and Canada",Canada
"Continental Precious Minerals, Inc. (TSX:CZQ)",TSX:CZQ,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Cooks Global Foods Limited (NZSE:CGF),NZSE:CGF,Food Wholesalers,New Zealand,"Australia, NZ and Canada",Australia & NZ
Cooper Energy Limited (ASX:COE),ASX:COE,Oil/Gas (Production and Exploration),Australia,"Australia, NZ and Canada",Australia & NZ
Copper Creek Gold Corp. (TSXV:CPV),TSXV:CPV,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Copper Fox Metals Inc. (TSXV:CUU),TSXV:CUU,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Copper Lake Resources Ltd. (TSXV:CPL),TSXV:CPL,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Copper Mountain Mining Corporation (TSX:CUM),TSX:CUM,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Copper North Mining Corp. (TSXV:COL),TSXV:COL,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Copper One Inc. (TSXV:CUO),TSXV:CUO,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Copper Reef Mining Corporation (OTCPK:CPEF.F),OTCPK:CPEF.F,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Copper Strike Ltd. (ASX:CSE),ASX:CSE,Metals & Mining,Australia,"Australia, NZ and Canada",Australia & NZ
CopperBank Resources Corp. (DB:9CP),DB:9CP,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Coppermoly Limited (ASX:COY),ASX:COY,Metals & Mining,Australia,"Australia, NZ and Canada",Australia & NZ
Coral Gold Resources Ltd. (TSXV:CLH),TSXV:CLH,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Corazon Gold Corporation (TSXV:CGW),TSXV:CGW,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Corazon Mining Limited (ASX:CZN),ASX:CZN,Metals & Mining,Australia,"Australia, NZ and Canada",Australia & NZ
Corby Spirit and Wine Limited (TSX:CSW.A),TSX:CSW.A,Beverage (Alcoholic),Canada,"Australia, NZ and Canada",Canada
Cordoba Minerals Corp. (TSXV:CDB),TSXV:CDB,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Cordy Oilfield Services Inc. (TSXV:CKK),TSXV:CKK,Engineering/Construction,Canada,"Australia, NZ and Canada",Canada
Core Exploration Ltd. (ASX:CXO),ASX:CXO,Metals & Mining,Australia,"Australia, NZ and Canada",Australia & NZ
Corex Gold Corp. (TSXV:CGE),TSXV:CGE,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Cornerstone Capital Resources Inc. (TSXV:CGP),TSXV:CGP,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Cornerstone Metals Inc. (TSXV:CCC),TSXV:CCC,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Coro Mining Corp. (TSX:COP),TSX:COP,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Coronado Resources Ltd. (TSXV:CRD),TSXV:CRD,Power,Canada,"Australia, NZ and Canada",Canada
Coronet Metals Inc. (TSXV:CRF),TSXV:CRF,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Corporate Travel Management Limited (ASX:CTD),ASX:CTD,Hotel/Gaming,Australia,"Australia, NZ and Canada",Australia & NZ
Corridor Resources Inc. (TSX:CDH),TSX:CDH,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
Cortex Business Solutions Inc. (TSXV:CBX),TSXV:CBX,Software (Internet),Canada,"Australia, NZ and Canada",Canada
Corum Group Limited (ASX:COO),ASX:COO,Software (System & Application),Australia,"Australia, NZ and Canada",Australia & NZ
Corus Entertainment Inc. (TSX:CJR.B),TSX:CJR.B,Broadcasting,Canada,"Australia, NZ and Canada",Canada
Corvus Gold Inc. (TSX:KOR),TSX:KOR,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Costa Group Holdings Limited (ASX:CGC),ASX:CGC,Farming/Agriculture,Australia,"Australia, NZ and Canada",Australia & NZ
Cott Oil and Gas Limited (ASX:CMT),ASX:CMT,Oil/Gas (Production and Exploration),Australia,"Australia, NZ and Canada",Australia & NZ
Cougar Metals NL (ASX:CGM),ASX:CGM,Precious Metals,Australia,"Australia, NZ and Canada",Australia & NZ
CounterPath Corporation (TSX:CCV),TSX:CCV,Software (System & Application),Canada,"Australia, NZ and Canada",Canada
Countplus Limited (ASX:CUP),ASX:CUP,Business & Consumer Services,Australia,"Australia, NZ and Canada",Australia & NZ
County Line Energy Corp. (OTCPK:CYLC),OTCPK:CYLC,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
Covalon Technologies Ltd. (TSXV:COV),TSXV:COV,Drugs (Biotechnology),Canada,"Australia, NZ and Canada",Canada
Covata Limited (ASX:CVT),ASX:CVT,Software (Internet),Australia,"Australia, NZ and Canada",Australia & NZ
Cove Resources Limited (ASX:CVE),ASX:CVE,Precious Metals,Australia,"Australia, NZ and Canada",Australia & NZ
Coventry Group Ltd. (ASX:CYG),ASX:CYG,Retail (Distributors),Australia,"Australia, NZ and Canada",Australia & NZ
Cover-More Group Limited (ASX:CVO),ASX:CVO,Insurance (General),Australia,"Australia, NZ and Canada",Australia & NZ
Coziron Resources Ltd. (ASX:CZR),ASX:CZR,Steel,Australia,"Australia, NZ and Canada",Australia & NZ
CPT Global Limited (ASX:CGO),ASX:CGO,Computer Services,Australia,"Australia, NZ and Canada",Australia & NZ
CR Capital Corp. (TSXV:CIT.H),TSXV:CIT.H,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Cradle Resources Limited (ASX:CXX),ASX:CXX,Metals & Mining,Australia,"Australia, NZ and Canada",Australia & NZ
Crailar Technologies Inc. (OTCPK:CRLR.F),OTCPK:CRLR.F,Chemical (Basic),Canada,"Australia, NZ and Canada",Canada
Crater Gold Mining Limited (ASX:CGN),ASX:CGN,Precious Metals,Australia,"Australia, NZ and Canada",Australia & NZ
Crazy Horse Resources Inc. (TSXV:CZH),TSXV:CZH,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Credit Corp. Group Ltd. (ASX:CCP),ASX:CCP,Business & Consumer Services,Australia,"Australia, NZ and Canada",Australia & NZ
Crescent Point Energy Corp. (TSX:CPG),TSX:CPG,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
Cresval Capital Corp. (TSXV:CRV),TSXV:CRV,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Crew Energy Inc. (TSX:CR),TSX:CR,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
CRH Medical Corporation (TSX:CRH),TSX:CRH,Healthcare Products,Canada,"Australia, NZ and Canada",Canada
Critical Control Energy Services Corp. (TSX:CCZ),TSX:CCZ,Computer Services,Canada,"Australia, NZ and Canada",Canada
Critical Elements Corporation (TSXV:CRE),TSXV:CRE,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Critical Outcome Technologies Inc. (TSXV:COT),TSXV:COT,Drugs (Biotechnology),Canada,"Australia, NZ and Canada",Canada
Crius Energy Trust (TSX:KWH.UN),TSX:KWH.UN,Power,Canada,"Australia, NZ and Canada",Canada
Crombie Real Estate Investment Trust (TSX:CRR.UN),TSX:CRR.UN,R.E.I.T.,Canada,"Australia, NZ and Canada",Canada
Cromwell Property Group (ASX:CMW),ASX:CMW,R.E.I.T.,Australia,"Australia, NZ and Canada",Australia & NZ
Crossland Strategic Metals Limited (ASX:CUX),ASX:CUX,Metals & Mining,Australia,"Australia, NZ and Canada",Australia & NZ
Crowd Mobile Limited (ASX:CM8),ASX:CM8,Advertising,Australia,"Australia, NZ and Canada",Australia & NZ
Crown Capital Partners Inc. (TSX:CRN),TSX:CRN,Investments & Asset Management,Canada,"Australia, NZ and Canada",Canada
Crown Mining Corp. (TSXV:CWM),TSXV:CWM,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Crown Point Energy Inc. (TSXV:CWV),TSXV:CWV,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
Crown Resorts Limited (ASX:CWN),ASX:CWN,Hotel/Gaming,Australia,"Australia, NZ and Canada",Australia & NZ
Crownia Holdings Ltd. (TSXV:CNH),TSXV:CNH,Retail (Distributors),Canada,"Australia, NZ and Canada",Canada
Crusader Resources Limited (ASX:CAS),ASX:CAS,Precious Metals,Australia,"Australia, NZ and Canada",Australia & NZ
Cryosite Limited (ASX:CTE),ASX:CTE,Heathcare Information and Technology,Australia,"Australia, NZ and Canada",Australia & NZ
CSG Limited (ASX:CSV),ASX:CSV,Computer Services,Australia,"Australia, NZ and Canada",Australia & NZ
CSL Ltd. (ASX:CSL),ASX:CSL,Drugs (Biotechnology),Australia,"Australia, NZ and Canada",Australia & NZ
CSR Limited (ASX:CSR),ASX:CSR,Construction Supplies,Australia,"Australia, NZ and Canada",Australia & NZ
CT Real Estate Investment Trust (REIT) (TSX:CRT.UN),TSX:CRT.UN,R.E.I.T.,Canada,"Australia, NZ and Canada",Canada
CTI Logistics Limited (ASX:CLX),ASX:CLX,Transportation,Australia,"Australia, NZ and Canada",Australia & NZ
"CTT Pharmaceutical Holdings, Inc. (OTCPK:CTTH)",OTCPK:CTTH,Drugs (Pharmaceutical),Canada,"Australia, NZ and Canada",Canada
Cue Energy Resources Limited (ASX:CUE),ASX:CUE,Oil/Gas (Production and Exploration),Australia,"Australia, NZ and Canada",Australia & NZ
Cuesta Coal Limited (ASX:CQC),ASX:CQC,Coal & Related Energy,Australia,"Australia, NZ and Canada",Australia & NZ
Cullen Resources Ltd. (ASX:CUL),ASX:CUL,Metals & Mining,Australia,"Australia, NZ and Canada",Australia & NZ
Curlew Lake Resources Inc. (TSXV:CWQ.H),TSXV:CWQ.H,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
"Currie Rose Resources, Inc. (TSXV:CUI)",TSXV:CUI,Precious Metals,Canada,"Australia, NZ and Canada",Canada
CV Check Ltd (ASX:CV1),ASX:CV1,Computer Services,Australia,"Australia, NZ and Canada",Australia & NZ
CVC Limited (ASX:CVC),ASX:CVC,Investments & Asset Management,Australia,"Australia, NZ and Canada",Australia & NZ
CWC Energy Services Corp. (TSXV:CWC),TSXV:CWC,Oilfield Svcs/Equip.,Canada,"Australia, NZ and Canada",Canada
Cyclopharm Limited (ASX:CYC),ASX:CYC,Healthcare Products,Australia,"Australia, NZ and Canada",Australia & NZ
Cymat Technologies Ltd. (TSXV:CYM),TSXV:CYM,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Cynapsus Therapeutics Inc. (TSX:CTH),TSX:CTH,Drugs (Pharmaceutical),Canada,"Australia, NZ and Canada",Canada
Cynata Therapeutics Limited (ASX:CYP),ASX:CYP,Drugs (Biotechnology),Australia,"Australia, NZ and Canada",Australia & NZ
Cypress Development Corp. (TSXV:CYP),TSXV:CYP,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Cyprium Mining Corporation (TSXV:CUG),TSXV:CUG,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
D-Box Technologies Inc. (TSX:DBO),TSX:DBO,Electronics (Consumer & Office),Canada,"Australia, NZ and Canada",Canada
Dacian Gold Limited (ASX:DCN),ASX:DCN,Precious Metals,Australia,"Australia, NZ and Canada",Australia & NZ
Dajin Resources Corp. (TSXV:DJI),TSXV:DJI,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Dakota Minerals Limited (ASX:DKO),ASX:DKO,Metals & Mining,Australia,"Australia, NZ and Canada",Australia & NZ
Dalmac Energy Inc. (TSXV:DAL),TSXV:DAL,Oilfield Svcs/Equip.,Canada,"Australia, NZ and Canada",Canada
Dalradian Resources Inc. (TSX:DNA),TSX:DNA,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Damara Gold Corp. (TSXV:DMR),TSXV:DMR,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Dampier Gold Ltd (ASX:DAU),ASX:DAU,Precious Metals,Australia,"Australia, NZ and Canada",Australia & NZ
Danakali Ltd. (ASX:DNK),ASX:DNK,Metals & Mining,Australia,"Australia, NZ and Canada",Australia & NZ
Danier Leather Inc. (TSX:DL),TSX:DL,Apparel,Canada,"Australia, NZ and Canada",Canada
Dark Horse Resources Limited (ASX:DHR),ASX:DHR,Precious Metals,Australia,"Australia, NZ and Canada",Australia & NZ
Darnley Bay Resources Ltd. (TSXV:DBL),TSXV:DBL,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Dart Mining NL (ASX:DTM),ASX:DTM,Precious Metals,Australia,"Australia, NZ and Canada",Australia & NZ
Data Group Ltd. (TSX:DGI),TSX:DGI,Publshing & Newspapers,Canada,"Australia, NZ and Canada",Canada
Data#3 Ltd. (ASX:DTL),ASX:DTL,Computer Services,Australia,"Australia, NZ and Canada",Australia & NZ
DataDot Technology Limited (ASX:DDT),ASX:DDT,Auto Parts,Australia,"Australia, NZ and Canada",Australia & NZ
DataMiners Capital Corp. (TSXV:DMC.P),TSXV:DMC.P,Investments & Asset Management,Canada,"Australia, NZ and Canada",Canada
DataWind Inc. (TSX:DW),TSX:DW,Software (Internet),Canada,"Australia, NZ and Canada",Canada
DAVIDsTEA Inc. (NasdaqGM:DTEA),NasdaqGM:DTEA,Retail (Special Lines),Canada,"Australia, NZ and Canada",Canada
De Grey Mining Ltd. (ASX:DEG),ASX:DEG,Precious Metals,Australia,"Australia, NZ and Canada",Australia & NZ
DealNet Capital Corp. (TSXV:DLS),TSXV:DLS,Information Services,Canada,"Australia, NZ and Canada",Canada
Decade Resources Ltd. (TSXV:DEC),TSXV:DEC,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Decimal Software Limited (ASX:DSX),ASX:DSX,Software (Internet),Australia,"Australia, NZ and Canada",Australia & NZ
Decisive Dividend Corporation (TSXV:DE),TSXV:DE,Investments & Asset Management,Canada,"Australia, NZ and Canada",Canada
Declan Resources Inc. (TSXV:LAN),TSXV:LAN,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Decmil Group Limited. (ASX:DCG),ASX:DCG,Engineering/Construction,Australia,"Australia, NZ and Canada",Australia & NZ
"Deep Well Oil & Gas, Inc. (OTCPK:DWOG)",OTCPK:DWOG,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
Deep Yellow Limited (ASX:DYL),ASX:DYL,Coal & Related Energy,Australia,"Australia, NZ and Canada",Australia & NZ
DeepMarkit Corp. (TSXV:MKT),TSXV:MKT,Software (Internet),Canada,"Australia, NZ and Canada",Canada
Deer Horn Capital Inc. (DB:G1J1),DB:G1J1,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Defiance Silver Corp. (TSXV:DEF),TSXV:DEF,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Del Mar Pharmaceuticals Inc. (OTCPK:DMPI),OTCPK:DMPI,Drugs (Biotechnology),Canada,"Australia, NZ and Canada",Canada
Delavaco Residential Properties Corp. (OTCPK:DELA.F),OTCPK:DELA.F,Real Estate (Operations & Services),Canada,"Australia, NZ and Canada",Canada
Delecta Limited (ASX:DLC),ASX:DLC,Retail (Distributors),Australia,"Australia, NZ and Canada",Australia & NZ
Delegat Group Limited (NZSE:DGL),NZSE:DGL,Beverage (Alcoholic),New Zealand,"Australia, NZ and Canada",Australia & NZ
Delphi Energy Corp. (TSX:DEE),TSX:DEE,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
Delrand Resources Limited (TSXV:DRN.H),TSXV:DRN.H,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Delta Oil & Gas Inc. (OTCPK:DLTA),OTCPK:DLTA,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
DeltaSBD Limited (ASX:DSB),ASX:DSB,Engineering/Construction,Australia,"Australia, NZ and Canada",Australia & NZ
Denison Mines Corp. (TSX:DML),TSX:DML,Coal & Related Energy,Canada,"Australia, NZ and Canada",Canada
"Deploy Technologies, Inc. (OTCPK:DPLY)",OTCPK:DPLY,Electronics (General),Canada,"Australia, NZ and Canada",Canada
DEQ Systems Corporation (TSXV:DEQ),TSXV:DEQ,Hotel/Gaming,Canada,"Australia, NZ and Canada",Canada
Desane Group Holdings Ltd. (ASX:DGH),ASX:DGH,Real Estate (Operations & Services),Australia,"Australia, NZ and Canada",Australia & NZ
Desert Gold Ventures Inc. (TSXV:DAU),TSXV:DAU,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Desert Star Resources Ltd. (TSXV:DSR),TSXV:DSR,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Desert Star Resources Ltd. (TSXV:DSR),TSXV:DSR,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Destiny Media Technologies Inc. (DB:DME),DB:DME,Software (System & Application),Canada,"Australia, NZ and Canada",Canada
Detector Exploration Ltd. (TSXV:DEX),TSXV:DEX,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
Detour Gold Corporation (TSX:DGC),TSX:DGC,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Devine Limited (ASX:DVN),ASX:DVN,Real Estate (Development),Australia,"Australia, NZ and Canada",Australia & NZ
DGR Global Limited (ASX:DGR),ASX:DGR,Precious Metals,Australia,"Australia, NZ and Canada",Australia & NZ
DH Corporation (TSX:DH),TSX:DH,Information Services,Canada,"Australia, NZ and Canada",Canada
DHX Media Ltd. (TSX:DHX.B),TSX:DHX.B,Entertainment,Canada,"Australia, NZ and Canada",Canada
DiagnoCure Inc. (TSX:CUR),TSX:CUR,Drugs (Biotechnology),Canada,"Australia, NZ and Canada",Canada
Diagnos Inc. (TSXV:ADK),TSXV:ADK,Software (System & Application),Canada,"Australia, NZ and Canada",Canada
Diamant Art Corp. (OTCPK:DIAA.F),OTCPK:DIAA.F,Publshing & Newspapers,Canada,"Australia, NZ and Canada",Canada
"Diamante Minerals, Inc. (OTCPK:DIMN)",OTCPK:DIMN,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Diamcor Mining Inc. (TSXV:DMI),TSXV:DMI,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Diamond Estates Wines and Spirits Ltd. (TSXV:DWS),TSXV:DWS,Beverage (Alcoholic),Canada,"Australia, NZ and Canada",Canada
Diamond Fields International Ltd. (TSXV:DFI),TSXV:DFI,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Dianor Resources Inc. (OTCPK:RSDN.F),OTCPK:RSDN.F,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Diatreme Resources Limited (ASX:DRX),ASX:DRX,Metals & Mining,Australia,"Australia, NZ and Canada",Australia & NZ
Dick Smith Holdings Limited (ASX:DSH),ASX:DSH,Retail (Special Lines),Australia,"Australia, NZ and Canada",Australia & NZ
Dicker Data Limited (ASX:DDR),ASX:DDR,Computer Services,Australia,"Australia, NZ and Canada",Australia & NZ
Difference Capital Financial Inc. (TSX:DCF),TSX:DCF,Investments & Asset Management,Canada,"Australia, NZ and Canada",Canada
Digatrade Financial Corp. (OTCPK:BITX.F),OTCPK:BITX.F,Brokerage & Investment Banking,Canada,"Australia, NZ and Canada",Canada
DigitalX Limited (ASX:DCC),ASX:DCC,Software (System & Application),Australia,"Australia, NZ and Canada",Australia & NZ
Dios Exploration Inc. (TSXV:DOS),TSXV:DOS,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Diploma Group Limited (ASX:DGX),ASX:DGX,Engineering/Construction,Australia,"Australia, NZ and Canada",Australia & NZ
DirectCash Payments Inc. (TSX:DCI),TSX:DCI,Business & Consumer Services,Canada,"Australia, NZ and Canada",Canada
DirectMoney Limited (ASX:DM1),ASX:DM1,Financial Svcs. (Non-bank & Insurance),Australia,"Australia, NZ and Canada",Australia & NZ
DIRTT Environmental Solutions Ltd. (TSX:DRT),TSX:DRT,Building Materials,Canada,"Australia, NZ and Canada",Canada
Discovery Africa Limited (ASX:DAF),ASX:DAF,Coal & Related Energy,Australia,"Australia, NZ and Canada",Australia & NZ
Discovery Air Inc. (TSX:DA.A),TSX:DA.A,Air Transport,Canada,"Australia, NZ and Canada",Canada
Discovery Harbour Resources Corp. (TSXV:DHR),TSXV:DHR,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Discovery Resources Limited (ASX:AQS),ASX:AQS,Hotel/Gaming,Australia,"Australia, NZ and Canada",Australia & NZ
Discovery Ventures Inc. (TSXV:DVN),TSXV:DVN,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Discovery-Corp Enterprises Inc. (TSXV:DCY),TSXV:DCY,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Disruptive Investment Group Limited (ASX:DVI),ASX:DVI,Hotel/Gaming,Australia,"Australia, NZ and Canada",Australia & NZ
Distinct Infrastructure Group Inc. (TSXV:DUG),TSXV:DUG,Engineering/Construction,Canada,"Australia, NZ and Canada",Canada
Ditem Explorations Inc. (OTCPK:DTEM.F),OTCPK:DTEM.F,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Divergent Energy Services Corp. (TSXV:DVG),TSXV:DVG,Oilfield Svcs/Equip.,Canada,"Australia, NZ and Canada",Canada
Diversa Limited (ASX:DVA),ASX:DVA,Investments & Asset Management,Australia,"Australia, NZ and Canada",Australia & NZ
Diversified Royalty Corp. (TSX:DIV),TSX:DIV,Restaurant/Dining,Canada,"Australia, NZ and Canada",Canada
Diversified United Investment Limited (ASX:DUI),ASX:DUI,Investments & Asset Management,Australia,"Australia, NZ and Canada",Australia & NZ
Divestco Inc. (TSXV:DVT),TSXV:DVT,Oilfield Svcs/Equip.,Canada,"Australia, NZ and Canada",Canada
"Dixie Lee International Industries, Inc. (OTCPK:DLII)",OTCPK:DLII,Restaurant/Dining,Canada,"Australia, NZ and Canada",Canada
Djerriwarrh Investments Limited (ASX:DJW),ASX:DJW,Investments & Asset Management,Australia,"Australia, NZ and Canada",Australia & NZ
DMD Digital Health Connections Group Inc. (TSXV:DMG.H),TSXV:DMG.H,Healthcare Support Services,Canada,"Australia, NZ and Canada",Canada
DNI Metals Inc (TSXV:DNI),TSXV:DNI,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Dollarama Inc. (TSX:DOL),TSX:DOL,Retail (General),Canada,"Australia, NZ and Canada",Canada
Dolly Varden Silver Corporation (TSXV:DV),TSXV:DV,Precious Metals,Canada,"Australia, NZ and Canada",Canada
"DoMark International, Inc. (OTCPK:DOMK)",OTCPK:DOMK,Electronics (Consumer & Office),Canada,"Australia, NZ and Canada",Canada
Dome Gold Mines Limited (ASX:DME),ASX:DME,Metals & Mining,Australia,"Australia, NZ and Canada",Australia & NZ
Dominion Citrus Income Fund (TSX:DOM.UN),TSX:DOM.UN,Food Wholesalers,Canada,"Australia, NZ and Canada",Canada
Dominion Diamond Corporation (TSX:DDC),TSX:DDC,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Domino's Pizza Enterprises Limited (ASX:DMP),ASX:DMP,Restaurant/Dining,Australia,"Australia, NZ and Canada",Australia & NZ
Domtar Corporation (NYSE:UFS),NYSE:UFS,Paper/Forest Products,Canada,"Australia, NZ and Canada",Canada
Donaco International Limited (ASX:DNA),ASX:DNA,Hotel/Gaming,Australia,"Australia, NZ and Canada",Australia & NZ
Dongfang Modern Agriculture Holding Group Limited (ASX:DFM),ASX:DFM,Farming/Agriculture,Australia,"Australia, NZ and Canada",Australia & NZ
Doray Minerals Limited (ASX:DRM),ASX:DRM,Precious Metals,Australia,"Australia, NZ and Canada",Australia & NZ
Dorel Industries Inc. (TSX:DII.B),TSX:DII.B,Furn/Home Furnishings,Canada,"Australia, NZ and Canada",Canada
Dorex Minerals Inc. (TSXV:DOX),TSXV:DOX,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
dorsaVi Limited (ASX:DVL),ASX:DVL,Drugs (Biotechnology),Australia,"Australia, NZ and Canada",Australia & NZ
Doubleview Capital Corp. (TSXV:DBV),TSXV:DBV,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Downer EDI Limited (ASX:DOW),ASX:DOW,Business & Consumer Services,Australia,"Australia, NZ and Canada",Australia & NZ
Doxa Energy Ltd. (TSXV:DXA),TSXV:DXA,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
"Dpollution International, Inc. (OTCPK:RMGX)",OTCPK:RMGX,Auto Parts,Canada,"Australia, NZ and Canada",Canada
Dragon Mining Limited (ASX:DRA),ASX:DRA,Precious Metals,Australia,"Australia, NZ and Canada",Australia & NZ
Dragon Mountain Gold Ltd (ASX:DMG),ASX:DMG,Precious Metals,Australia,"Australia, NZ and Canada",Australia & NZ
DragonWave Inc. (TSX:DWI),TSX:DWI,Telecom. Equipment,Canada,"Australia, NZ and Canada",Canada
Draig Resources Ltd (ASX:DRG),ASX:DRG,Steel,Australia,"Australia, NZ and Canada",Australia & NZ
Drake Resources Limited (ASX:DRK),ASX:DRK,Precious Metals,Australia,"Australia, NZ and Canada",Australia & NZ
Dream Office Real Estate Investment Trust (TSX:D.UN),TSX:D.UN,R.E.I.T.,Canada,"Australia, NZ and Canada",Canada
Dream Unlimited Corp. (TSX:DRM),TSX:DRM,Real Estate (General/Diversified),Canada,"Australia, NZ and Canada",Canada
"Drillsearch Energy, Ltd. (ASX:DLS)",ASX:DLS,Oil/Gas (Production and Exploration),Australia,"Australia, NZ and Canada",Australia & NZ
DSG Global Inc. (OTCPK:DSGT),OTCPK:DSGT,Telecom. Equipment,Canada,"Australia, NZ and Canada",Canada
DTI Group Ltd (ASX:DTI),ASX:DTI,Electronics (General),Australia,"Australia, NZ and Canada",Australia & NZ
"Dualex Energy International, Inc. (TSXV:DXE)",TSXV:DXE,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
Dubber Corporation Limited (ASX:DUB),ASX:DUB,Software (Internet),Australia,"Australia, NZ and Canada",Australia & NZ
Duketon Mining Limited (ASX:DKM),ASX:DKM,Metals & Mining,Australia,"Australia, NZ and Canada",Australia & NZ
DuluxGroup Limited (ASX:DLX),ASX:DLX,Chemical (Specialty),Australia,"Australia, NZ and Canada",Australia & NZ
Dundee Acquisition Ltd. (TSX:DAQ.A),TSX:DAQ.A,Financial Svcs. (Non-bank & Insurance),Canada,"Australia, NZ and Canada",Canada
Dundee Corporation (TSX:DC.A),TSX:DC.A,Investments & Asset Management,Canada,"Australia, NZ and Canada",Canada
Dundee Energy Limited (TSX:DEN),TSX:DEN,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
Dundee Precious Metals Inc. (TSX:DPM),TSX:DPM,Precious Metals,Canada,"Australia, NZ and Canada",Canada
Dundee Sustainable Technologies Inc. (DB:C3X1),DB:C3X1,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Dunnedin Ventures Inc. (TSXV:DVI),TSXV:DVI,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Duran Ventures Inc. (TSXV:DRV),TSXV:DRV,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
Durango Resources Inc. (TSXV:DGO),TSXV:DGO,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
DuSolo Fertilizers Inc. (TSXV:DSF),TSXV:DSF,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
DV Resources Ltd. (TSXV:DLV),TSXV:DLV,Metals & Mining,Canada,"Australia, NZ and Canada",Canada
DWS Limited (ASX:DWS),ASX:DWS,Computer Services,Australia,"Australia, NZ and Canada",Australia & NZ
DXI Energy Inc. (TSX:DXI),TSX:DXI,Oil/Gas (Production and Exploration),Canada,"Australia, NZ and Canada",Canada
