Company Name,Exchange:Ticker,Industry Group,Country,Broad Group,Sub Group
1-800-Flowers.com Inc. (NasdaqGS:FLWS),NasdaqGS:FLWS,Retail (Online),United States,United States,United States
1-PAGE LIMITED (ASX:1PG),ASX:1PG,Software (System & Application),United States,United States,United States
1347 Capital Corp. (NasdaqCM:TFSC),NasdaqCM:TFSC,Investments & Asset Management,United States,United States,United States
"1347 Property Insurance Holdings, Inc. (NasdaqGM:PIH)",NasdaqGM:PIH,Insurance (Prop/Cas.),United States,United States,United States
"1MAGE Software, Inc. (OTCPK:ISOL)",OTCPK:ISOL,Software (System & Application),United States,United States,United States
"1pm Industries, Inc. (OTCPK:OPMZ)",OTCPK:OPMZ,Retail (Online),United States,United States,United States
1st Capital Bank (OTCPK:FISB),OTCPK:FISB,Banks (Regional),United States,United States,United States
"1st Century Bancshares, Inc. (NasdaqCM:FCTY)",NasdaqCM:FCTY,Banks (Regional),United States,United States,United States
1st Colonial Bancorp Inc. (OTCPK:FCOB),OTCPK:FCOB,Banks (Regional),United States,United States,United States
1st Constitution Bancorp (NasdaqGM:FCCY),NasdaqGM:FCCY,Banks (Regional),United States,United States,United States
1st Prestige Wealth Management (OTCPK:FPWM),OTCPK:FPWM,Investments & Asset Management,United States,United States,United States
1st Source Corporation (NasdaqGS:SRCE),NasdaqGS:SRCE,Banks (Regional),United States,United States,United States
"2050 Motors, Inc. (OTCPK:ETFM)",OTCPK:ETFM,Retail (Distributors),United States,United States,United States
"22nd Century Group, Inc. (AMEX:XXII)",AMEX:XXII,Tobacco,United States,United States,United States
"2U, Inc. (NasdaqGS:TWOU)",NasdaqGS:TWOU,Education,United States,United States,United States
"3D Eye Solutions, Inc. (OTCPK:TDEY)",OTCPK:TDEY,Software (System & Application),United States,United States,United States
3D Icon Corporation (OTCPK:TDCP),OTCPK:TDCP,Telecom. Equipment,United States,United States,United States
3D Systems Corporation (NYSE:DDD),NYSE:DDD,Computers/Peripherals,United States,United States,United States
3DX Industries Inc. (OTCPK:DDDX),OTCPK:DDDX,Precious Metals,United States,United States,United States
3M Company (NYSE:MMM),NYSE:MMM,Diversified,United States,United States,United States
"3Pea International, Inc (OTCBB:TPNL)",OTCBB:TPNL,Information Services,United States,United States,United States
"420 Property Management, Inc. (OTCPK:FTPM)",OTCPK:FTPM,Real Estate (Operations & Services),United States,United States,United States
4Licensing Corporation (OTCPK:FOUR),OTCPK:FOUR,Entertainment,United States,United States,United States
5Barz International Inc. (OTCPK:BARZ),OTCPK:BARZ,Telecom. Equipment,United States,United States,United States
"800 Commerce, Inc. (OTCPK:ETHG)",OTCPK:ETHG,Information Services,United States,United States,United States
808 Renewable Energy Corporation (OTCPK:RNWR),OTCPK:RNWR,Green & Renewable Energy,United States,United States,United States
8point3 Energy Partners LP (NasdaqGS:CAFD),NasdaqGS:CAFD,Green & Renewable Energy,United States,United States,United States
8x8 Inc. (NasdaqGS:EGHT),NasdaqGS:EGHT,Telecom. Services,United States,United States,United States
"A-Mark Precious Metals, Inc. (NasdaqGS:AMRK)",NasdaqGS:AMRK,Financial Svcs. (Non-bank & Insurance),United States,United States,United States
A. H. Belo Corporation (NYSE:AHC),NYSE:AHC,Publshing & Newspapers,United States,United States,United States
A. M. Castle & Co. (NYSE:CAS),NYSE:CAS,Steel,United States,United States,United States
"A. Schulman, Inc. (NasdaqGS:SHLM)",NasdaqGS:SHLM,Chemical (Specialty),United States,United States,United States
"A1 Group, Inc. (OTCPK:AWON)",OTCPK:AWON,Software (Internet),United States,United States,United States
"A10 Networks, Inc. (NYSE:ATEN)",NYSE:ATEN,Software (System & Application),United States,United States,United States
"AAC Holdings, Inc. (NYSE:AAC)",NYSE:AAC,Hospitals/Healthcare Facilities,United States,United States,United States
AAON Inc. (NasdaqGS:AAON),NasdaqGS:AAON,Building Materials,United States,United States,United States
AAR Corp. (NYSE:AIR),NYSE:AIR,Aerospace/Defense,United States,United States,United States
"Aaron's, Inc. (NYSE:AAN)",NYSE:AAN,Retail (Special Lines),United States,United States,United States
AB&T Financial Corp. (OTCPK:ABTO),OTCPK:ABTO,Banks (Regional),United States,United States,United States
"Abakan, Inc. (OTCPK:ABKI)",OTCPK:ABKI,Chemical (Specialty),United States,United States,United States
"Abaxis, Inc. (NasdaqGS:ABAX)",NasdaqGS:ABAX,Healthcare Products,United States,United States,United States
Abbott Laboratories (NYSE:ABT),NYSE:ABT,Healthcare Products,United States,United States,United States
AbbVie Inc. (NYSE:ABBV),NYSE:ABBV,Drugs (Biotechnology),United States,United States,United States
Abby Inc. (OTCPK:ABBY),OTCPK:ABBY,Oil/Gas (Production and Exploration),United States,United States,United States
"ABCO Energy, Inc. (OTCPK:ABCE)",OTCPK:ABCE,Computer Services,United States,United States,United States
Abeona Therapeutics Inc. (NasdaqCM:ABEO),NasdaqCM:ABEO,Drugs (Biotechnology),United States,United States,United States
Abercrombie & Fitch Co. (NYSE:ANF),NYSE:ANF,Retail (Special Lines),United States,United States,United States
"ABIOMED, Inc. (NasdaqGS:ABMD)",NasdaqGS:ABMD,Healthcare Products,United States,United States,United States
Able Energy Inc. (OTCPK:ABLE),OTCPK:ABLE,Oil/Gas Distribution,United States,United States,United States
ABM Industries Incorporated (NYSE:ABM),NYSE:ABM,Environmental & Waste Services,United States,United States,United States
Abraxas Petroleum Corp. (NasdaqCM:AXAS),NasdaqCM:AXAS,Oil/Gas (Production and Exploration),United States,United States,United States
"Absolute Health and Fitness, Inc. (OTCPK:AHFI)",OTCPK:AHFI,Recreation,United States,United States,United States
"ABT Holdings, Inc. (OTCPK:ABOT)",OTCPK:ABOT,Metals & Mining,United States,United States,United States
"Abtech Holdings, Inc. (OTCPK:ABHD)",OTCPK:ABHD,Environmental & Waste Services,United States,United States,United States
"Acacia Diversified Holdings, Inc. (OTCPK:ACCA)",OTCPK:ACCA,Food Processing,United States,United States,United States
Acacia Research Corporation (NasdaqGS:ACTG),NasdaqGS:ACTG,Business & Consumer Services,United States,United States,United States
"Acadia Healthcare Company, Inc. (NasdaqGS:ACHC)",NasdaqGS:ACHC,Hospitals/Healthcare Facilities,United States,United States,United States
ACADIA Pharmaceuticals Inc. (NasdaqGS:ACAD),NasdaqGS:ACAD,Drugs (Biotechnology),United States,United States,United States
Acadia Realty Trust (NYSE:AKR),NYSE:AKR,R.E.I.T.,United States,United States,United States
"Accel Brands, Inc. (OTCPK:ACLP)",OTCPK:ACLP,Heathcare Information and Technology,United States,United States,United States
"Accelera Innovations, Inc (OTCPK:ACNV)",OTCPK:ACNV,Heathcare Information and Technology,United States,United States,United States
"Accelerate Diagnostics, Inc. (NasdaqCM:AXDX)",NasdaqCM:AXDX,Heathcare Information and Technology,United States,United States,United States
Accelerize Inc. (OTCBB:ACLZ),OTCBB:ACLZ,Software (Internet),United States,United States,United States
"Acceleron Pharma, Inc. (NasdaqGM:XLRN)",NasdaqGM:XLRN,Drugs (Biotechnology),United States,United States,United States
Acceptance Insurance Companies Inc. (OTCPK:AICI.Q),OTCPK:AICI.Q,Insurance (Prop/Cas.),United States,United States,United States
Access National Corporation (NasdaqGM:ANCX),NasdaqGM:ANCX,Banks (Regional),United States,United States,United States
"Access Power, Inc. (OTCPK:ACCR)",OTCPK:ACCR,Retail (Special Lines),United States,United States,United States
"Access Worldwide Communications, Inc. (OTCPK:AWWC)",OTCPK:AWWC,Advertising,United States,United States,United States
ACCO Brands Corporation (NYSE:ACCO),NYSE:ACCO,Office Equipment & Services,United States,United States,United States
"Accretive Health, Inc. (OTCPK:ACHI)",OTCPK:ACHI,Healthcare Support Services,United States,United States,United States
Accuray Incorporated (NasdaqGS:ARAY),NasdaqGS:ARAY,Healthcare Products,United States,United States,United States
Accurexa Inc. (OTCBB:ACXA),OTCBB:ACXA,Healthcare Products,United States,United States,United States
Accuride Corp. (NYSE:ACW),NYSE:ACW,Construction Supplies,United States,United States,United States
"AcelRx Pharmaceuticals, Inc. (NasdaqGM:ACRX)",NasdaqGM:ACRX,Drugs (Pharmaceutical),United States,United States,United States
Aceto Corp. (NasdaqGS:ACET),NasdaqGS:ACET,Healthcare Support Services,United States,United States,United States
"Achaogen, Inc. (NasdaqGM:AKAO)",NasdaqGM:AKAO,Drugs (Pharmaceutical),United States,United States,United States
"Achillion Pharmaceuticals, Inc. (NasdaqGS:ACHN)",NasdaqGS:ACHN,Drugs (Biotechnology),United States,United States,United States
"ACI Worldwide, Inc. (NasdaqGS:ACIW)",NasdaqGS:ACIW,Software (System & Application),United States,United States,United States
"Aclaris Therapeutics, Inc. (NasdaqGS:ACRS)",NasdaqGS:ACRS,Drugs (Pharmaceutical),United States,United States,United States
ACMAT Corporation (OTCPK:ACMT.A),OTCPK:ACMT.A,Insurance (Prop/Cas.),United States,United States,United States
Acme United Corp. (AMEX:ACU),AMEX:ACU,Office Equipment & Services,United States,United States,United States
ACNB Corp. (NasdaqCM:ACNB),NasdaqCM:ACNB,Banks (Regional),United States,United States,United States
Acology Inc. (OTCPK:ACOL),OTCPK:ACOL,Packaging & Container,United States,United States,United States
"Acorda Therapeutics, Inc. (NasdaqGS:ACOR)",NasdaqGS:ACOR,Drugs (Biotechnology),United States,United States,United States
"Acorn Energy, Inc. (OTCPK:ACFN)",OTCPK:ACFN,Electronics (General),United States,United States,United States
Acquired Sales Corp. (OTCPK:AQSP),OTCPK:AQSP,Software (System & Application),United States,United States,United States
ACRE Realty Investors Inc. (AMEX:AIII),AMEX:AIII,R.E.I.T.,United States,United States,United States
"ACS Global, Inc. (OTCPK:AMCY)",OTCPK:AMCY,Drugs (Biotechnology),United States,United States,United States
"Actinium Pharmaceuticals, Inc. (AMEX:ATNM)",AMEX:ATNM,Drugs (Biotechnology),United States,United States,United States
"Actinium Pharmaceuticals, Inc. (AMEX:ATNM)",AMEX:ATNM,Drugs (Biotechnology),United States,United States,United States
Active Power Inc. (NasdaqCM:ACPW),NasdaqCM:ACPW,Electrical Equipment,United States,United States,United States
"ActiveCare, Inc. (OTCPK:ACAR)",OTCPK:ACAR,Healthcare Products,United States,United States,United States
"Activision Blizzard, Inc. (NasdaqGS:ATVI)",NasdaqGS:ATVI,Software (Entertainment),United States,United States,United States
Actua Corporation (NasdaqGS:ACTA),NasdaqGS:ACTA,Software (Internet),United States,United States,United States
Actuant Corporation (NYSE:ATU),NYSE:ATU,Machinery,United States,United States,United States
Acucela Inc. (TSE:4589),TSE:4589,Drugs (Pharmaceutical),United States,United States,United States
"Acuity Brands, Inc. (NYSE:AYI)",NYSE:AYI,Electrical Equipment,United States,United States,United States
"Acuity Brands, Inc. (NYSE:AYI)",NYSE:AYI,Electrical Equipment,United States,United States,United States
"Acura Pharmaceuticals, Inc. (NasdaqCM:ACUR)",NasdaqCM:ACUR,Drugs (Pharmaceutical),United States,United States,United States
"Acusphere, Inc. (OTCPK:ACUS)",OTCPK:ACUS,Drugs (Pharmaceutical),United States,United States,United States
Acxiom Corporation (NasdaqGS:ACXM),NasdaqGS:ACXM,Computer Services,United States,United States,United States
"Adamas Pharmaceuticals, Inc. (NasdaqGM:ADMS)",NasdaqGM:ADMS,Drugs (Biotechnology),United States,United States,United States
Adamis Pharmaceuticals Corporation (NasdaqCM:ADMP),NasdaqCM:ADMP,Drugs (Pharmaceutical),United States,United States,United States
"Adams Diversified Equity Fund, Inc. (NYSE:ADX)",NYSE:ADX,Investments & Asset Management,United States,United States,United States
"Adams Natural Resources Fund, Inc. (NYSE:PEO)",NYSE:PEO,Investments & Asset Management,United States,United States,United States
Adams Resources & Energy Inc. (AMEX:AE),AMEX:AE,Oilfield Svcs/Equip.,United States,United States,United States
"Adaptive Ad Systems, Inc. (OTCPK:AATV)",OTCPK:AATV,Computer Services,United States,United States,United States
"Adaptive Medias, Inc. (OTCPK:ADTM)",OTCPK:ADTM,Advertising,United States,United States,United States
"AdCare Health Systems, Inc. (AMEX:ADK)",AMEX:ADK,Hospitals/Healthcare Facilities,United States,United States,United States
Addus HomeCare Corporation (NasdaqGS:ADUS),NasdaqGS:ADUS,Healthcare Support Services,United States,United States,United States
ADDvantage Technologies Group Inc. (NasdaqGM:AEY),NasdaqGM:AEY,Computer Services,United States,United States,United States
Adeptus Health Inc. (NYSE:ADPT),NYSE:ADPT,Healthcare Support Services,United States,United States,United States
Adesto Technologies Corporation (NasdaqCM:IOTS),NasdaqCM:IOTS,Semiconductor,United States,United States,United States
"Adfitech, Inc. (OTCPK:ADFT)",OTCPK:ADFT,Financial Svcs. (Non-bank & Insurance),United States,United States,United States
"Adia Nutrition, Inc. (OTCPK:ADIA)",OTCPK:ADIA,Household Products,United States,United States,United States
Adino Energy Corporation (OTCPK:ADNY),OTCPK:ADNY,Oil/Gas Distribution,United States,United States,United States
ADM Tronics Unlimited Inc. (OTCPK:ADMT),OTCPK:ADMT,Chemical (Basic),United States,United States,United States
"ADMA Biologics, Inc. (NasdaqCM:ADMA)",NasdaqCM:ADMA,Drugs (Biotechnology),United States,United States,United States
Adobe Systems Incorporated (NasdaqGS:ADBE),NasdaqGS:ADBE,Software (System & Application),United States,United States,United States
ADTRAN Inc. (NasdaqGS:ADTN),NasdaqGS:ADTN,Telecom. Equipment,United States,United States,United States
"Aduro BioTech, Inc. (NasdaqGS:ADRO)",NasdaqGS:ADRO,Drugs (Biotechnology),United States,United States,United States
Advance Auto Parts Inc. (NYSE:AAP),NYSE:AAP,Retail (Automotive),United States,United States,United States
"Advanced Battery Technologies, Inc. (OTCPK:ABAT)",OTCPK:ABAT,Electrical Equipment,United States,United States,United States
Advanced Credit Technologies Inc. (OTCPK:ACRT),OTCPK:ACRT,Software (Internet),United States,United States,United States
"Advanced Defense Technologies, Inc. (OTCPK:ADCF)",OTCPK:ADCF,Aerospace/Defense,United States,United States,United States
"Advanced Deposition Technologies, Inc. (OTCPK:ADTC)",OTCPK:ADTC,Electronics (General),United States,United States,United States
"Advanced Drainage Systems, Inc. (NYSE:WMS)",NYSE:WMS,Building Materials,United States,United States,United States
"Advanced Emissions Solutions, Inc. (OTCPK:ADES)",OTCPK:ADES,Chemical (Specialty),United States,United States,United States
"Advanced Energy Industries, Inc. (NasdaqGS:AEIS)",NasdaqGS:AEIS,Semiconductor Equip,United States,United States,United States
"Advanced Engine Technologies, Inc. (OTCPK:AENG)",OTCPK:AENG,Auto Parts,United States,United States,United States
"Advanced Environmental Recycling Technologies, Inc. (OTCPK:AERT)",OTCPK:AERT,Building Materials,United States,United States,United States
"Advanced Life Sciences Holdings, Inc. (OTCPK:ADLS)",OTCPK:ADLS,Drugs (Biotechnology),United States,United States,United States
Advanced Medical Isotope Corporation (OTCPK:ADMD),OTCPK:ADMD,Healthcare Products,United States,United States,United States
"Advanced Micro Devices, Inc. (NasdaqCM:AMD)",NasdaqCM:AMD,Semiconductor,United States,United States,United States
Advanced Oxygen Technologies Inc. (OTCPK:AOXY),OTCPK:AOXY,Real Estate (Operations & Services),United States,United States,United States
Advanced Proteome Therapeutics Corporation (TSXV:APC),TSXV:APC,Drugs (Biotechnology),United States,United States,United States
"Advanced Visual Systems, Inc. (OTCPK:AVSC)",OTCPK:AVSC,Software (System & Application),United States,United States,United States
"Advanced Voice Recognition Systems, Inc. (OTCPK:AVOI)",OTCPK:AVOI,Software (System & Application),United States,United States,United States
AdvanSource Biomaterials Corporation (OTCPK:ASNB),OTCPK:ASNB,Healthcare Products,United States,United States,United States
Advant-E Corp. (OTCPK:ADVC),OTCPK:ADVC,Software (Internet),United States,United States,United States
Advantis Corporation (OTCPK:ADVT),OTCPK:ADVT,Retail (Online),United States,United States,United States
"Advanzeon Solutions, Inc. (OTCPK:CHCR)",OTCPK:CHCR,Healthcare Support Services,United States,United States,United States
"Advaxis, Inc. (NasdaqCM:ADXS)",NasdaqCM:ADXS,Drugs (Biotechnology),United States,United States,United States
AECOM (NYSE:ACM),NYSE:ACM,Engineering/Construction,United States,United States,United States
"Aegerion Pharmaceuticals, Inc. (NasdaqGS:AEGR)",NasdaqGS:AEGR,Drugs (Biotechnology),United States,United States,United States
Aegion Corporation (NasdaqGS:AEGN),NasdaqGS:AEGN,Engineering/Construction,United States,United States,United States
Aehr Test Systems (NasdaqCM:AEHR),NasdaqCM:AEHR,Semiconductor Equip,United States,United States,United States
"Aemetis, Inc. (NasdaqGM:AMTX)",NasdaqGM:AMTX,Oilfield Svcs/Equip.,United States,United States,United States
Aeolus Pharmaceuticals Inc. (OTCPK:AOLS),OTCPK:AOLS,Drugs (Pharmaceutical),United States,United States,United States
AEP Industries Inc. (NasdaqGS:AEPI),NasdaqGS:AEPI,Packaging & Container,United States,United States,United States
"AER Energy Resources, Inc (OTCPK:AERN)",OTCPK:AERN,Oil/Gas (Production and Exploration),United States,United States,United States
"Aerie Pharmaceuticals, Inc. (NasdaqGM:AERI)",NasdaqGM:AERI,Drugs (Pharmaceutical),United States,United States,United States
"Aerius International, Inc. (OTCPK:AERS)",OTCPK:AERS,Computers/Peripherals,United States,United States,United States
AeroCentury Corp. (AMEX:ACY),AMEX:ACY,Retail (Distributors),United States,United States,United States
"AeroGrow International, Inc. (OTCPK:AERO)",OTCPK:AERO,Household Products,United States,United States,United States
"Aerohive Networks, Inc. (NYSE:HIVE)",NYSE:HIVE,Telecom. Equipment,United States,United States,United States
"Aerojet Rocketdyne Holdings, Inc. (NYSE:AJRD)",NYSE:AJRD,Aerospace/Defense,United States,United States,United States
"Aéropostale, Inc. (NYSE:ARO)",NYSE:ARO,Retail (Special Lines),United States,United States,United States
"AeroVironment, Inc. (NasdaqGS:AVAV)",NasdaqGS:AVAV,Aerospace/Defense,United States,United States,United States
"Aethlon Medical, Inc. (NasdaqCM:AEMD)",NasdaqCM:AEMD,Healthcare Products,United States,United States,United States
Aetna Inc. (NYSE:AET),NYSE:AET,Healthcare Support Services,United States,United States,United States
Affiliated Managers Group Inc. (NYSE:AMG),NYSE:AMG,Investments & Asset Management,United States,United States,United States
Affinity Gold Corporation (OTCPK:AFYG),OTCPK:AFYG,Precious Metals,United States,United States,United States
Affirmative Insurance Holdings Inc. (OTCPK:AFFM.Q),OTCPK:AFFM.Q,Insurance (Prop/Cas.),United States,United States,United States
"Affymax, Inc. (OTCPK:AFFY)",OTCPK:AFFY,Drugs (Biotechnology),United States,United States,United States
Affymetrix Inc. (NasdaqGS:AFFX),NasdaqGS:AFFX,Heathcare Information and Technology,United States,United States,United States
Aflac Incorporated (NYSE:AFL),NYSE:AFL,Insurance (Life),United States,United States,United States
"Aftermaster, Inc. (OTCPK:AFTM)",OTCPK:AFTM,Recreation,United States,United States,United States
"AG Mortgage Investment Trust, Inc. (NYSE:MITT)",NYSE:MITT,R.E.I.T.,United States,United States,United States
"AG&E Holdings, Inc. (AMEX:WGA)",AMEX:WGA,Hotel/Gaming,United States,United States,United States
AGCO Corporation (NYSE:AGCO),NYSE:AGCO,Farming/Agriculture,United States,United States,United States
"Agent Information Software, Inc. (OTCPK:AIFS)",OTCPK:AIFS,Software (Internet),United States,United States,United States
Agenus Inc. (NasdaqCM:AGEN),NasdaqCM:AGEN,Drugs (Biotechnology),United States,United States,United States
"Agile Therapeutics, Inc. (NasdaqGM:AGRX)",NasdaqGM:AGRX,Drugs (Pharmaceutical),United States,United States,United States
Agilent Technologies Inc. (NYSE:A),NYSE:A,Heathcare Information and Technology,United States,United States,United States
"Agility Health, Inc. (TSXV:AHI)",TSXV:AHI,Healthcare Support Services,United States,United States,United States
Agilysys Inc. (NasdaqGS:AGYS),NasdaqGS:AGYS,Computer Services,United States,United States,United States
"Agios Pharmaceuticals, Inc. (NasdaqGS:AGIO)",NasdaqGS:AGIO,Drugs (Biotechnology),United States,United States,United States
AgJunction Inc. (TSX:AJX),TSX:AJX,Telecom. Equipment,United States,United States,United States
AGL Resources Inc. (NYSE:GAS),NYSE:GAS,Power,United States,United States,United States
Agree Realty Corp. (NYSE:ADC),NYSE:ADC,R.E.I.T.,United States,United States,United States
"Agri Dynamics, Inc. (OTCPK:AGDY)",OTCPK:AGDY,Business & Consumer Services,United States,United States,United States
"Agritek Holdings, Inc. (OTCPK:AGTK)",OTCPK:AGTK,Heathcare Information and Technology,United States,United States,United States
"AgriVest Americas, Inc (OTCPK:AGBR)",OTCPK:AGBR,Software (System & Application),United States,United States,United States
"AgroFresh Solutions, Inc. (NasdaqGS:AGFS)",NasdaqGS:AGFS,Chemical (Specialty),United States,United States,United States
Aim Exploration Inc. (OTCPK:AEXE),OTCPK:AEXE,Metals & Mining,United States,United States,United States
"Aimmune Therapeutics, Inc. (NasdaqGS:AIMT)",NasdaqGS:AIMT,Drugs (Biotechnology),United States,United States,United States
AimRite Holdings Corp. (OTCPK:AIMH),OTCPK:AIMH,Auto Parts,United States,United States,United States
Air Industries Group (AMEX:AIRI),AMEX:AIRI,Aerospace/Defense,United States,United States,United States
Air Lease Corporation (NYSE:AL),NYSE:AL,Retail (Distributors),United States,United States,United States
Air Methods Corp. (NasdaqGS:AIRM),NasdaqGS:AIRM,Healthcare Support Services,United States,United States,United States
"Air Products and Chemicals, Inc. (NYSE:APD)",NYSE:APD,Power,United States,United States,United States
Air T Inc. (NasdaqCM:AIRT),NasdaqCM:AIRT,Transportation,United States,United States,United States
"Air Transport Services Group, Inc. (NasdaqGS:ATSG)",NasdaqGS:ATSG,Transportation,United States,United States,United States
"Airborne Security & Protection Services, Inc. (OTCPK:ABPR)",OTCPK:ABPR,Business & Consumer Services,United States,United States,United States
Aircastle LTD (NYSE:AYR),NYSE:AYR,Retail (Distributors),United States,United States,United States
"Airgas, Inc. (NYSE:ARG)",NYSE:ARG,Power,United States,United States,United States
Airspan Networks Inc. (OTCPK:AIRO),OTCPK:AIRO,Telecom. Equipment,United States,United States,United States
"AirTouch Communications, Inc. (OTCPK:ATCH)",OTCPK:ATCH,Telecom. Equipment,United States,United States,United States
Airware Labs Corp. (OTCPK:AIRW),OTCPK:AIRW,Household Products,United States,United States,United States
AJ Greentech Holdings Ltd. (OTCPK:AJGH),OTCPK:AJGH,Computer Services,United States,United States,United States
"AJS Bancorp, Inc. (OTCPK:AJSB)",OTCPK:AJSB,Financial Svcs. (Non-bank & Insurance),United States,United States,United States
AK Steel Holding Corporation (NYSE:AKS),NYSE:AKS,Steel,United States,United States,United States
"Akamai Technologies, Inc. (NasdaqGS:AKAM)",NasdaqGS:AKAM,Software (Internet),United States,United States,United States
"Akebia Therapeutics, Inc. (NasdaqGM:AKBA)",NasdaqGM:AKBA,Drugs (Biotechnology),United States,United States,United States
Akers Biosciences Inc. (AIM:AKR),AIM:AKR,Healthcare Products,United States,United States,United States
"Akorn, Inc. (NasdaqGS:AKRX)",NasdaqGS:AKRX,Drugs (Pharmaceutical),United States,United States,United States
"Akoustis Technologies, Inc. (OTCPK:AKTS)",OTCPK:AKTS,Electronics (General),United States,United States,United States
Alacer Gold Corp. (TSX:ASR),TSX:ASR,Precious Metals,United States,United States,United States
Alamo Energy Corp. (OTCPK:ALME),OTCPK:ALME,Oil/Gas (Production and Exploration),United States,United States,United States
"Alamo Group, Inc. (NYSE:ALG)",NYSE:ALG,Construction Supplies,United States,United States,United States
Alamogordo Financial Corp. (OTCBB:ALMG),OTCBB:ALMG,Financial Svcs. (Non-bank & Insurance),United States,United States,United States
Alanco Technologies Inc. (OTCPK:ALAN),OTCPK:ALAN,Utility (Water),United States,United States,United States
"Alarm.Com Holdings, Inc. (NasdaqGS:ALRM)",NasdaqGS:ALRM,Software (Internet),United States,United States,United States
"Alaska Air Group, Inc. (NYSE:ALK)",NYSE:ALK,Air Transport,United States,United States,United States
Alaska Communications Systems Group Inc. (NasdaqGS:ALSK),NasdaqGS:ALSK,Telecom. Services,United States,United States,United States
Alaska Pacific Energy Corp. (OTCPK:ASKE.D),OTCPK:ASKE.D,Metals & Mining,United States,United States,United States
Albany International Corp. (NYSE:AIN),NYSE:AIN,Machinery,United States,United States,United States
Albany Molecular Research Inc. (NasdaqGS:AMRI),NasdaqGS:AMRI,Heathcare Information and Technology,United States,United States,United States
Albemarle Corporation (NYSE:ALB),NYSE:ALB,Chemical (Specialty),United States,United States,United States
Albina Community Bancorp (OTCPK:ACBC),OTCPK:ACBC,Banks (Regional),United States,United States,United States
Alcoa Inc. (NYSE:AA),NYSE:AA,Metals & Mining,United States,United States,United States
Alder Biopharmaceuticals Inc. (NasdaqGM:ALDR),NasdaqGM:ALDR,Drugs (Biotechnology),United States,United States,United States
"Aldeyra Therapeutics, Inc. (NasdaqCM:ALDX)",NasdaqCM:ALDX,Drugs (Biotechnology),United States,United States,United States
Alere Inc. (NYSE:ALR),NYSE:ALR,Healthcare Products,United States,United States,United States
Alerus Financial Corp. (OTCPK:ALRS),OTCPK:ALRS,Banks (Regional),United States,United States,United States
"Alexander & Baldwin, Inc. (NYSE:ALEX)",NYSE:ALEX,Real Estate (General/Diversified),United States,United States,United States
Alexander's Inc. (NYSE:ALX),NYSE:ALX,R.E.I.T.,United States,United States,United States
"Alexandria Real Estate Equities, Inc. (NYSE:ARE)",NYSE:ARE,R.E.I.T.,United States,United States,United States
"Alexion Pharmaceuticals, Inc. (NasdaqGS:ALXN)",NasdaqGS:ALXN,Drugs (Biotechnology),United States,United States,United States
Alexza Pharmaceuticals Inc. (NasdaqCM:ALXA),NasdaqCM:ALXA,Drugs (Pharmaceutical),United States,United States,United States
Algae Biosciences Corporation (OTCPK:AGBC.F),OTCPK:AGBC.F,Drugs (Biotechnology),United States,United States,United States
Alico Inc. (NasdaqGS:ALCO),NasdaqGS:ALCO,Farming/Agriculture,United States,United States,United States
Align Technology Inc. (NasdaqGS:ALGN),NasdaqGS:ALGN,Healthcare Products,United States,United States,United States
"Alimera Sciences, Inc. (NasdaqGM:ALIM)",NasdaqGM:ALIM,Drugs (Pharmaceutical),United States,United States,United States
"ALJ Regional Holdings, Inc. (OTCPK:ALJJ)",OTCPK:ALJJ,Steel,United States,United States,United States
"Alkame Holdings, Inc. (OTCPK:ALKM)",OTCPK:ALKM,Beverage (Soft),United States,United States,United States
"Alkane, Inc. (OTCPK:ALKN)",OTCPK:ALKN,Chemical (Specialty),United States,United States,United States
All American Gold Corp. (OTCPK:AAGC),OTCPK:AAGC,Precious Metals,United States,United States,United States
"All American Pet Company, Inc. (OTCPK:AAPT)",OTCPK:AAPT,Food Processing,United States,United States,United States
All American Sportpark Inc. (OTCPK:AASP),OTCPK:AASP,Recreation,United States,United States,United States
All Energy Corporation (OTCPK:AFSE),OTCPK:AFSE,Oilfield Svcs/Equip.,United States,United States,United States
"All Marketing Solutions, Inc. (OTCPK:PTPF)",OTCPK:PTPF,Investments & Asset Management,United States,United States,United States
"AllDigital Holdings, Inc (OTCPK:ADGL)",OTCPK:ADGL,Software (Internet),United States,United States,United States
Alleghany Corporation (NYSE:Y),NYSE:Y,Reinsurance,United States,United States,United States
Allegheny and Western Railway Company (OTCPK:AWRY),OTCPK:AWRY,Transportation (Railroads),United States,United States,United States
Allegheny Technologies Inc. (NYSE:ATI),NYSE:ATI,Steel,United States,United States,United States
Allegheny Valley Bancorp Inc. (OTCPK:AVLY),OTCPK:AVLY,Banks (Regional),United States,United States,United States
"Allegiance Bancshares, Inc. (NasdaqGM:ABTX)",NasdaqGM:ABTX,Banks (Regional),United States,United States,United States
Allegiance Bank of North America (OTCPK:ABPA),OTCPK:ABPA,Banks (Regional),United States,United States,United States
Allegiant Travel Company (NasdaqGS:ALGT),NasdaqGS:ALGT,Air Transport,United States,United States,United States
"ALLETE, Inc. (NYSE:ALE)",NYSE:ALE,Power,United States,United States,United States
"Alliance Bioenergy Plus, Inc. (OTCPK:ALLM)",OTCPK:ALLM,Coal & Related Energy,United States,United States,United States
"Alliance Creative Group, Inc. (OTCPK:ACGX)",OTCPK:ACGX,Advertising,United States,United States,United States
Alliance Data Systems Corporation (NYSE:ADS),NYSE:ADS,Information Services,United States,United States,United States
